feature,importance
resource_win_prob,0.22879735
score_vs_par,0.1175163
dls_pressure_index,0.1108802
run_rate_diff,0.03357817
venue_chase_success,0.028441634
score_per_wicket,0.025472049
expected_final_score,0.024980463
situation_advantage,0.024939122
team_strength_diff,0.023747856
batting_team_win_rate,0.023127982
projected_score,0.023056466
target_above_par,0.022110946
inn1_death_rr,0.02184071
inn1_defendability,0.021767627
batting_team_situation_wr,0.021049986
required_run_rate,0.020640932
projected_vs_venue_avg,0.019871611
inn1_pp_runs,0.019798536
bowling_team_win_rate,0.019794667
bowling_team_situation_wr,0.019676313
batting_won_toss,0.018176576
current_run_rate,0.01770981
chase_difficulty,0.01662561
inn1_wickets_lost,0.016180046
pressure_index,0.014848181
wickets_times_balls,0.014518002
overs_remaining,0.010369764
rrr_times_wickets,0.009811352
runs_last_18,0.008990459
boundary_pct_last_18,0.006023477
wickets_last_12,0.0058229505
balls_since_wicket,0.0045657386
set_batter_exposure,0.001732454
wickets_last_6,0.0015957354
runs_last_12,0.0010701818
dot_pct_last_12,0.00087067764
is_powerplay,0.0
