method,segment,brier,ece,logloss,n_samples
raw,overall,0.19346625134132572,0.06546458488378833,0.5580877914620234,21793
raw,innings_1,0.23468816725126784,0.090142370385428,0.6621024076069831,11470
raw,innings_2,0.14766412255250116,0.05027710961425249,0.44251599574540135,10323
raw,inn1_powerplay,0.28212675647275764,0.18685056191900046,0.7656898615137491,2900
raw,inn1_middle,0.23091575044167897,0.08524475225081951,0.6566973027655572,5174
raw,inn1_death,0.19992567485741977,0.06706344191992372,0.581879320480928,3396
raw,inn2_powerplay,0.1952274628695394,0.09981452872937471,0.563174778953281,2898
raw,inn2_middle,0.1403145155534394,0.05375009849484895,0.42646142850709096,5041
raw,inn2_death,0.10538677718483906,0.07733987360661274,0.3297902909265621,2384
combined,overall,0.1848063426661277,1.867098327559858e-18,0.533503840821692,21793
combined,innings_1,0.22360233305024985,0.028184287237677474,0.6342082406901028,11470
combined,innings_2,0.1416996866837698,0.03131587470853056,0.42161006319012434,10323
combined,inn1_powerplay,0.2561179430489135,0.10270563651786757,0.7048754715921322,2900
combined,inn1_middle,0.22295353797181217,0.04010567709824375,0.6354621849009935,5174
combined,inn1_death,0.19682424021742068,0.04766975510294243,0.5719517987104114,3396
combined,inn2_powerplay,0.1846331624617901,0.07238441218708445,0.5321180800917936,2898
combined,inn2_middle,0.1350782212431424,0.047303767888607275,0.40580928252171833,5041
combined,inn2_death,0.10351075819446619,0.06669426388287553,0.32068703566008955,2384
innings_specific,overall,0.18250636214479682,7.589640077486158e-17,0.5255967795107064,21793
innings_specific,innings_1,0.22155008323271957,8.754016595213528e-17,0.6263072956408777,11470
innings_specific,innings_2,0.13912444982488267,6.541098940007945e-17,0.4136962060327383,10323
innings_specific,inn1_powerplay,0.2529677213383302,0.0919642927394223,0.6983260266855948,2900
innings_specific,inn1_middle,0.22038198369061165,0.027333203898190057,0.6243874758110876,5174
innings_specific,inn1_death,0.1965007889231187,0.05504809617143906,0.567732156586006,3396
innings_specific,inn2_powerplay,0.1796117381234846,0.043597786066806,0.5183567062103215,2898
innings_specific,inn2_middle,0.13071254520638076,0.017612938948202175,0.39427808619403,5041
innings_specific,inn2_death,0.1076950243603356,0.06976265582125642,0.3275303556100422,2384
innings_phase,overall,0.17649943450652278,5.381216816920813e-17,0.5106149101718503,21793
innings_phase,innings_1,0.21617577712235675,1.3815068555374388e-16,0.6140994353288637,11470
innings_phase,innings_2,0.1324146093778183,4.5285978891217456e-17,0.39563210444183544,10323
innings_phase,inn1_powerplay,0.24398860472077083,3.2472109292657163e-16,0.6790604688049068,2900
innings_phase,inn1_middle,0.21793631276779124,1.1129052410549623e-16,0.618163058824615,5174
innings_phase,inn1_death,0.18974285266273408,3.180939349117425e-17,0.5524350698849467,3396
innings_phase,inn2_powerplay,0.17580883256547516,2.525345548809853e-17,0.5066841359196966,2898
innings_phase,inn2_middle,0.12929465249777228,5.649121321490829e-18,0.38968088743896473,5041
innings_phase,inn2_death,0.08626160763053739,2.464704428619396e-17,0.27322073602263636,2384
brier_optimized,overall,0.16851093161053834,0.0,0.4873589936348047,21793
brier_optimized,innings_1,0.20886469745568537,2.202055258083898e-19,0.5949303168170309,11470
brier_optimized,innings_2,0.12367341400481942,1.913287572225277e-17,0.36783530121010904,10323
brier_optimized,inn1_powerplay,0.23991346175354877,1.5351704581885786e-17,0.668617441842094,2900
brier_optimized,inn1_middle,0.20767805231092298,0.0,0.5927159059935159,5174
brier_optimized,inn1_death,0.1841586566768858,3.48323892305237e-18,0.5353792859066018,3396
brier_optimized,inn2_powerplay,0.16909540828692407,1.8005687424907645e-17,0.48682565306786224,2898
brier_optimized,inn2_middle,0.1198719517147682,1.0263120997328366e-17,0.3584673806963506,5041
brier_optimized,inn2_death,0.07649649788678627,9.686509610823513e-18,0.24299874400628663,2384
ece_optimized,overall,0.17881353940373693,0.013881245847336257,0.5191989661122816,21793
ece_optimized,innings_1,0.21865678081154866,0.01846806245301091,0.6217311328093869,11470
ece_optimized,innings_2,0.13454327117283504,0.012277086501707451,0.4052743364488313,10323
ece_optimized,inn1_powerplay,0.24741657781748586,0.05159119852629783,0.6865030367455487,2900
ece_optimized,inn1_middle,0.2197230229256377,0.012284420423803843,0.6244087345849515,5174
ece_optimized,inn1_death,0.1924729916432581,0.009410110975075287,0.5623399570138508,3396
ece_optimized,inn2_powerplay,0.17860029904076866,0.020239080821819196,0.5176910413645008,2898
ece_optimized,inn2_middle,0.1307826243921734,0.015850302898130313,0.3960532930996665,5041
ece_optimized,inn2_death,0.08893930878191374,0.01880326517193113,0.28811815720282863,2384
logloss_optimized,overall,0.1859828812202562,0.037314516407016655,0.5453297516071759,21793
logloss_optimized,innings_1,0.22293883348012974,0.023447851176332846,0.6349995921091853,11470
logloss_optimized,innings_2,0.14492071204261897,0.07101956002212381,0.445696595493832,10323
logloss_optimized,inn1_powerplay,0.24951160445996703,3.198476017007845e-05,0.6921699763195627,2900
logloss_optimized,inn1_middle,0.2244805727443977,0.03777805630612485,0.6395720043608065,5174
logloss_optimized,inn1_death,0.19789819897045632,0.05780115481020406,0.5792128502952919,3396
logloss_optimized,inn2_powerplay,0.19159217793558322,0.0721569662652799,0.5638418311398413,2898
logloss_optimized,inn2_middle,0.14279167497067727,0.10028387124721666,0.44052241467649783,5041
logloss_optimized,inn2_death,0.09268856763064227,0.04483219165194247,0.3130196460802611,2384
