overs,score,wickets,saved_model,scorecard_replay,router_raw,phase,rule,b1,b1_balls,b2,b2_balls,set_batter_exposure,balls_since_wicket,partnership_solidity,runs_last_12,runs_last_18,wickets_last_12,v7_raw,v7_cal,legal,score_t,score_status,near_age_sec,near_srh_market_prob_norm,near_srh_market_prob_raw,near_srh_back,near_srh_lay,near_market_status,prev_age_sec,prev_srh_market_prob_norm,prev_srh_back,prev_srh_lay
14.1,127,2,0.4412398077066968,0.8777777777777778,0.7025656576588362,mid,inn2_par_pp_mid,Ishan Kishan,33,Heinrich Klaasen,25,33.0,39.0,0.985,25.0,34.0,0.0,0.6010117754932626,0.6010117754932626,85,2026-05-18 17:30:41.232000+00:00,1,-0.533,0.8526645768025078,0.8510638297872342,1.17,1.18,active,-0.533,0.8526645768025078,1.17,1.18
14.2,131,2,0.5785395962954605,0.8777777777777778,0.7313540515666908,mid,inn2_par_pp_mid,Ishan Kishan,34,Heinrich Klaasen,25,34.0,40.0,1.0,23.0,34.0,0.0,0.6656079882908947,0.6656079882908947,86,2026-05-18 17:31:44.619000+00:00,Four,-0.498,0.8854961832061068,0.8888888888888888,1.12,1.13,active,-0.498,0.8854961832061068,1.12,1.13
14.3,131,2,0.4967881329263627,0.8777777777777778,0.7214106436062409,mid,inn2_par_pp_mid,Ishan Kishan,34,Heinrich Klaasen,26,34.0,41.0,1.0,22.0,33.0,0.0,0.6240152714153663,0.6240152714153663,87,2026-05-18 17:32:43.545000+00:00,0,-0.491,0.8279800142755176,0.8298755186721991,1.2,1.21,active,-0.491,0.8279800142755176,1.2,1.21
14.3,131,3,0.3574606727776843,0.7142857142857143,0.5817614308746788,mid,inn2_par_pp_mid,Ishan Kishan,34,Heinrich Klaasen,26,34.0,41.0,1.0,22.0,33.0,0.0,0.592727939813844,0.592727939813844,87,2026-05-18 17:34:29.639000+00:00,Wicket!,-0.949,0.7977437550362612,0.7968127490039841,1.25,1.26,active,-0.949,0.7977437550362612,1.25,1.26
14.4,133,3,0.5505922545817276,0.7903225806451613,0.5992514591791787,mid,inn2_par_pp_mid,Ishan Kishan,35,Nitish Kumar Reddy,0,35.0,42.0,1.0,23.0,34.0,0.0,0.609999177394311,0.609999177394311,88,2026-05-18 17:35:56.984000+00:00,2,-0.474,0.7759372275501307,0.7782101167315174,1.28,1.29,active,-0.474,0.7759372275501307,1.28,1.29
14.5,137,3,0.6008241922834944,0.8379888268156425,0.6408042767237792,mid,inn2_par_pp_mid,Ishan Kishan,35,Nitish Kumar Reddy,1,35.0,43.0,1.0,23.0,37.0,0.0,0.6650807387277748,0.6650807387277748,89,2026-05-18 17:36:33.288000+00:00,Four,1.142,0.8488745980707395,0.8510638297872342,1.17,1.18,active,-1.45,0.812452543659833,1.23,1.24
15.0,137,3,0.7786743904594569,0.7903225806451613,0.6142214144129414,mid,inn2_par_pp_mid,Ishan Kishan,36,Nitish Kumar Reddy,1,36.0,44.0,1.0,22.0,36.0,0.0,0.6437434780465027,0.6437434780465027,90,2026-05-18 17:37:24.115000+00:00,Over,-0.499,0.8590441621294616,0.8583690987124464,1.16,1.17,active,-0.499,0.8590441621294616,1.16,1.17
15.1,137,3,0.7463093432908107,0.7903225806451613,0.5951224159505155,mid,inn2_par_pp_mid,Ishan Kishan,36,Nitish Kumar Reddy,2,36.0,45.0,1.0,21.0,35.0,0.0,0.599319721332481,0.599319721332481,91,2026-05-18 17:38:23.784000+00:00,0,-0.495,0.8507936507936508,0.8510638297872342,1.17,1.18,active,-0.495,0.8507936507936508,1.17,1.18
15.2,137,3,0.7184007637089913,0.5246234299718956,0.5103441606011893,mid,inn2_par_pp_mid,Ishan Kishan,37,Nitish Kumar Reddy,2,37.0,46.0,1.0,17.0,29.0,0.0,0.5373497594390044,0.5373497594390044,92,2026-05-18 17:38:58.909000+00:00,0,-0.505,0.7961007311129165,0.7968127490039841,1.25,1.26,active,-0.505,0.7961007311129165,1.25,1.26
15.3,138,3,0.7145023193689595,0.4854051181938528,0.4854051181938528,mid,,Ishan Kishan,37,Nitish Kumar Reddy,3,37.0,47.0,1.0,17.0,29.0,0.0,0.522692034562408,0.522692034562408,93,2026-05-18 17:39:36.270000+00:00,1,-0.557,0.8015873015873016,0.8,1.24,1.26,active,-0.557,0.8015873015873016,1.24,1.26
15.3,139,3,0.7402333089827084,0.7142857142857143,0.5774783917671216,mid,inn2_par_pp_mid,Ishan Kishan,37,Nitish Kumar Reddy,3,37.0,47.0,1.0,17.0,29.0,0.0,0.5618459831023527,0.5618459831023527,93,2026-05-18 17:40:30.372000+00:00,Wide Ball,-0.48,0.7854729729729729,0.7874015748031495,1.26,1.28,active,-0.48,0.7854729729729729,1.26,1.28
15.4,140,3,0.7348085455266535,0.5569611892803921,0.5281343321237042,mid,inn2_par_pp_mid,Ishan Kishan,38,Nitish Kumar Reddy,3,38.0,48.0,1.0,17.0,29.0,0.0,0.5373786643655842,0.5373786643655842,94,2026-05-18 17:41:00.456000+00:00,1,-0.635,0.7961007311129165,0.7968127490039841,1.25,1.26,active,-0.635,0.7961007311129165,1.25,1.26
15.5,144,3,0.7977004510996606,0.8379888268156425,0.616960143800565,mid,inn2_par_pp_mid,Ishan Kishan,38,Nitish Kumar Reddy,4,38.0,49.0,1.0,17.0,29.0,0.0,0.6294602172832429,0.6294602172832429,95,2026-05-18 17:41:58.054000+00:00,Four,1.079,0.8255563531945441,0.8230452674897121,1.21,1.22,active,-2.024,0.8304011259676284,1.2,1.21
15.5,142,3,0.7535769761598807,0.7142857142857143,0.5777287275379503,mid,inn2_par_pp_mid,Ishan Kishan,38,Nitish Kumar Reddy,4,38.0,49.0,1.0,17.0,29.0,0.0,0.554745833554396,0.554745833554396,95,2026-05-18 17:42:14.114000+00:00,2,-0.521,0.826743350107836,0.8298755186721991,1.2,1.21,active,-0.521,0.826743350107836,1.2,1.21
16.0,143,3,0.7715101443993455,0.7842888992254704,0.7842888992254704,death,,Ishan Kishan,39,Nitish Kumar Reddy,4,39.0,50.0,1.0,18.0,29.0,0.0,0.5286875168076994,0.5286875168076994,96,2026-05-18 17:42:55.397000+00:00,Strategic Timeout,-0.518,0.8361891706648389,0.8368200836820084,1.19,1.2,active,-0.518,0.8361891706648389,1.19,1.2
16.1,145,3,0.7926199253836044,0.7847613467998298,0.7847613467998298,death,,Ishan Kishan,40,Nitish Kumar Reddy,4,40.0,51.0,1.0,19.0,30.0,0.0,0.5508256595750314,0.5508256595750314,97,2026-05-18 17:46:33.075000+00:00,2,-0.526,0.8224163027656477,0.819672131147541,1.21,1.23,active,-0.526,0.8224163027656477,1.21,1.23
16.1,144,3,0.7634242849744055,0.7940442125456406,0.7940442125456406,death,,Ishan Kishan,40,Nitish Kumar Reddy,4,40.0,51.0,1.0,19.0,30.0,0.0,0.5219877812740303,0.5219877812740303,97,2026-05-18 17:47:21.475000+00:00,1,-0.511,0.8291991495393337,0.8298755186721991,1.2,1.21,active,-0.511,0.8291991495393337,1.2,1.21
16.2,145,3,0.7608553372754069,0.799539305555933,0.799539305555933,death,,Ishan Kishan,40,Nitish Kumar Reddy,5,40.0,52.0,1.0,16.0,27.0,0.0,0.5127634259703124,0.5127634259703124,98,2026-05-18 17:47:29.814000+00:00,1,-0.52,0.8230152949745084,0.8230452674897121,1.21,1.22,active,-0.52,0.8230152949745084,1.21,1.22
16.3,146,3,0.7540788571170765,0.8136080049715007,0.8136080049715007,death,,Ishan Kishan,41,Nitish Kumar Reddy,5,41.0,53.0,1.0,17.0,27.0,0.0,0.4885887957955009,0.4885887957955009,99,2026-05-18 17:48:07.886000+00:00,1,-1.007,0.7778738115816767,0.7782101167315174,1.28,1.29,active,-1.007,0.7778738115816767,1.28,1.29
16.4,148,3,0.7728678677548115,0.8135704552355574,0.8135704552355574,death,,Ishan Kishan,41,Nitish Kumar Reddy,6,41.0,54.0,1.0,17.0,28.0,0.0,0.5018074790289935,0.5018074790289935,100,2026-05-18 17:48:51.096000+00:00,2,-0.505,0.7829787234042552,0.7843137254901962,1.27,1.28,active,-0.505,0.7829787234042552,1.27,1.28
16.4,149,3,0.7879079906186512,0.8079862916949596,0.8079862916949596,death,,Ishan Kishan,41,Nitish Kumar Reddy,6,41.0,54.0,1.0,17.0,28.0,0.0,0.5261559671231459,0.5261559671231459,100,2026-05-18 17:48:59.420000+00:00,Overthrow 1 run,-0.494,0.8022239872915011,0.8032128514056224,1.24,1.25,active,-0.494,0.8022239872915011,1.24,1.25
16.5,153,3,0.836242307904812,0.8132430391285939,0.8132430391285939,death,,Ishan Kishan,42,Nitish Kumar Reddy,6,42.0,55.0,1.0,12.0,18.0,0.5,0.6263842406639837,0.6263842406639837,101,2026-05-18 17:49:41.988000+00:00,Four,-0.482,0.8959402706486235,0.896860986547085,1.11,1.12,active,-0.482,0.8959402706486235,1.11,1.12
