slice,candidate,mid_window,par_type,prob_band,n,brier_cal,logloss_cal,mean_pred,actual_wr,gap_pp,target_above_par,venue_chase_success,batting_team_venue_wr,venue_chase_bucket,team_venue_bucket,venue_score_bucket
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,00_50,113,0.15649540268396225,0.4454847962779819,0.19037037738890622,0.26548672566371684,-7.511634827481062,12.259278684772658,0.5484541575201552,0.6437619295505812,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,80_100,63,0.009921658893266728,0.09181866435134886,0.9136511162418622,1.0,-8.634888375813777,-9.557247301337132,0.6172432986853792,0.6114890400604683,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,00_50,126,0.08182309092903167,0.3218960805994547,0.26807670799139005,0.007936507936507936,26.014020005488213,9.490658939904472,0.5507148721002091,0.2921613089680318,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,00_50,178,0.18639279421721025,0.5370433926390735,0.25612640724232905,0.3651685393258427,-10.904213208351365,1.7032160786319976,0.5277508794108353,0.4950429610046266,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,50_60,70,0.23693674119861277,0.6667936689698727,0.5590716810695588,0.6428571428571429,-8.378546178758405,0.785508380189089,0.5632187994699529,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,60_70,89,0.20077777732644175,0.5925522412785171,0.6573701610653606,0.7528089887640449,-9.543882769868429,0.9269406355833892,0.5074091167105031,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,70_80,83,0.24319224857811042,0.6854154056282615,0.7595340848579373,0.6385542168674698,12.097986799046744,-1.0137811071662575,0.5354306380225846,0.4955458196422051,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,early_7_11,par_target,80_100,236,0.07012027269393128,0.23970778210504023,0.9207176626744371,0.9152542372881356,0.5463425386301513,-1.1353525710848513,0.530194639775109,0.4998330765279918,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,high_target,00_50,278,0.03368446457693773,0.1520974464807003,0.13034225602958388,0.0035971223021582736,12.67451337274256,43.46958161755437,0.6147499569927244,0.6182411437168157,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,high_target,80_100,72,0.010057405991988693,0.09085044577874808,0.9146911946256218,1.0,-8.530880537437824,37.89626569097056,0.5502372017128961,0.6138418964076858,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,high_target,00_50,127,0.02894818402952089,0.13979957939311197,0.12176305365880165,0.0,12.176305365880165,40.216292700254584,0.5918625303416021,0.25631796025496817,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,high_target,80_100,48,0.0093950274178074,0.07872822963436599,0.9264819272811612,1.0,-7.351807271883882,41.81640625,0.5399305555555557,0.4275173611111111,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,high_target,00_50,279,0.07926360194921526,0.261906401490594,0.16491252535688025,0.06451612903225806,10.039639632462219,51.713795869462956,0.5102597616179959,0.492031982354563,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,low_target,80_100,93,0.006685500035290984,0.060146690133896355,0.9435617204635738,1.0,-5.643827953642622,-43.493480116060766,0.5389588667008021,0.6283324799453831,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,low_target,00_50,41,0.5650305701326425,1.5966178647377598,0.2692025646090751,1.0,-73.07974353909249,-26.85294117647059,0.2065997130559541,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,low_target,80_100,152,0.0507335942036313,0.18219477975753476,0.9401022742734554,0.9407894736842105,-0.06871994107551238,-39.83642539252543,0.4487252137697184,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,00_50,78,0.056234263190136705,0.2201885093250548,0.17317096132429802,0.02564102564102564,14.752993568327238,10.380567528735634,0.5511135948774992,0.6581699346405228,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,80_100,73,0.008752789258596636,0.07437053899209568,0.9305291395379778,1.0,-6.947086046202222,-8.268377511145651,0.6264782160475835,0.5940965427266796,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,00_50,100,0.038009634198081066,0.18905549552697531,0.1656974566197314,0.0,16.56974566197314,9.5276821824382,0.5487974992895711,0.29848739495798315,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,80_100,54,0.009059992856710934,0.08258110608266664,0.9224148922669828,1.0,-7.758510773301719,-11.277750624524822,0.553214945150429,0.32253086419753074,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,00_50,142,0.15017613022998766,0.43280040152179633,0.24063732186607378,0.33098591549295775,-9.034859362688398,1.3855835680390063,0.537030564957475,0.4944076222038112,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,50_60,64,0.24126093164787926,0.6756508296662322,0.5482696122582764,0.6875,-13.923038774172358,2.1784526140619294,0.5285712620646084,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,baseline_mid,late_12_15,par_target,80_100,270,0.07733085655948051,0.2424294667086709,0.958481608396727,0.9037037037037037,5.4777904693023345,0.21904315619127318,0.5378971285173267,0.4990460157126824,,neutral_team_venue,
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,high_target,00_50,858,0.07797383694960493,0.2684446858807262,0.16977395380358795,0.08041958041958042,8.935437338400753,45.55978784705142,0.5707187475504936,0.5026711839622899,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,high_target,50_60,48,0.2730845756022243,0.7397517070809502,0.5636539101581807,0.3333333333333333,23.032057682484737,27.49443060315457,0.5645833959636043,0.558510746976136,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,high_target,60_70,76,0.18285100754105557,0.553378719017952,0.6523174111409501,0.7631578947368421,-11.084048359589204,35.59275223132132,0.5734697046374678,0.6281893592677344,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,high_target,70_80,72,0.06647959773038997,0.2965320282132112,0.7440266206048478,1.0,-25.59733793951522,39.636021337844255,0.5681571996676164,0.5906250000000001,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,high_target,80_100,94,0.0133164140791508,0.1097305166631927,0.8976538645658874,1.0,-10.234613543411264,34.78857681916193,0.5433747694385994,0.5023176291793311,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,low_target,00_50,122,0.492548828937698,1.2939670659782139,0.30882878063730246,1.0,-69.11712193626975,-32.29607655282679,0.38182277381891644,0.4993169398907104,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,low_target,70_80,91,0.0548812183388771,0.26574444502651307,0.7670430259458194,1.0,-23.29569740541806,-29.731606488749343,0.5345473574045003,0.5765567765567765,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,low_target,80_100,391,0.07181793322525469,0.2975475800415242,0.9371463073647387,0.928388746803069,0.8757560561669653,-53.7266654976336,0.4724292083724911,0.5240652782852271,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,par_target,00_50,417,0.1466945019928277,0.4472240096515548,0.24191850921102187,0.2302158273381295,1.1702681872892362,6.916772133821988,0.5402998806223801,0.47404093531897173,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,par_target,50_60,86,0.2344659073489505,0.6618373121752823,0.5550988541282909,0.6976744186046512,-14.257556447636032,-1.1118400468828495,0.5586542741372086,0.46317829457364346,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,par_target,60_70,129,0.19014363056234954,0.5700201925866756,0.6560971063496671,0.7751937984496124,-11.909669209994533,-1.3758382186610227,0.5169740567652608,0.4697305278700627,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,par_target,70_80,135,0.17232781936210348,0.5283686756579536,0.7589205835208404,0.7777777777777778,-1.8857194256937437,-4.27469522208031,0.5613750117758692,0.46756132756132757,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,early_7_11,par_target,80_100,319,0.0554074695665377,0.20587924426278695,0.9147751510425464,0.9373040752351097,-2.252892419256336,-3.4706191202828682,0.5526993410143469,0.5111841658863603,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,high_target,00_50,684,0.051396557701708916,0.19460456538075382,0.14285036486178615,0.027777777777777776,11.507258708400837,46.22830688624651,0.5678793901882773,0.4995619034833023,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,high_target,50_60,41,0.2346772644378027,0.6625514624166511,0.5601493119250992,0.7560975609756098,-19.594824905051055,28.62386466288906,0.5651556212531823,0.5208461237930456,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,high_target,80_100,150,0.009809900510224961,0.08827248697998397,0.9171327382047332,1.0,-8.286726179526681,38.112198272406616,0.5554101531184865,0.5314496658312448,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,low_target,00_50,41,0.5650305701326425,1.5966178647377598,0.2692025646090751,1.0,-73.07974353909249,-26.85294117647059,0.2065997130559541,0.5,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,low_target,80_100,270,0.031606575624498784,0.12964253854751567,0.9408976356444247,0.9666666666666667,-2.576903102224193,-41.042401823243324,0.4801425852046767,0.5327219282774838,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,par_target,00_50,320,0.09222577012905318,0.30480596967545903,0.20077368859453398,0.153125,4.764868859453397,6.122516725458556,0.5441404704792608,0.4730996148459384,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,par_target,50_60,70,0.23828260353586544,0.6696103290703996,0.5491071936723181,0.6857142857142857,-13.660709204196763,3.2202995328566213,0.5288872737033102,0.5104761904761905,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,par_target,70_80,43,0.07945052449867854,0.3261077129981683,0.7409744429734574,0.9767441860465116,-23.57697430730542,-0.8465218461047979,0.5422845660245472,0.38023255813953494,,,unknown
mid_window+par_type+venue_score_bucket+prob_band,baseline_mid,late_12_15,par_target,80_100,397,0.05543457053198912,0.18978434530536048,0.9484359335914501,0.9345088161209067,1.3927117470543315,-2.905411687320728,0.5562688703004409,0.49251420284165875,,,unknown
mid_window+par_type+prob_band,death_gap_mid,early_7_11,high_target,00_50,854,0.07606510387680465,0.26370177137738204,0.15968721352833046,0.08079625292740047,7.8890960600929985,45.665379953989,0.5705109694824426,0.5026836953625816,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,high_target,60_70,94,0.2052003206737347,0.5999021664893804,0.647739433545149,0.6914893617021277,-4.374992815697876,33.001476618830345,0.5679887857414453,0.5975634333289281,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,high_target,70_80,71,0.06526096764736013,0.2935948779953509,0.746109977989042,1.0,-25.3890022010958,41.85031004793329,0.5836503578581046,0.6073943661971829,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,high_target,80_100,90,0.01603639745615279,0.12226007360558201,0.8867099229474799,1.0,-11.329007705252014,34.803871591371596,0.5403642653642655,0.5024206349206348,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,low_target,00_50,113,0.5022860593228329,1.2898041496966823,0.29929844749390466,1.0,-70.07015525060953,-31.883386178284667,0.36729607369898876,0.49373156342182895,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,low_target,70_80,88,0.07854983653413074,0.3210322193229756,0.7546063894050761,0.9659090909090909,-21.130270150401486,-31.825900236127506,0.5460291223927587,0.5875000000000001,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,low_target,80_100,400,0.07285875388911277,0.32718034469760743,0.9393268260724824,0.93,0.9326826072482364,-53.19966184428316,0.46974890183346063,0.5212529761904762,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,par_target,00_50,419,0.14442939897195406,0.44287781249186053,0.23724810535963367,0.23389021479713604,0.3357890562497634,7.197652850157534,0.5418246176439175,0.4745626174097324,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,par_target,50_60,103,0.23320221892309295,0.6593195414671742,0.5551092123438977,0.6990291262135923,-14.39199138696946,-1.2419542024484596,0.5426351779463537,0.48624595469255666,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,par_target,60_70,114,0.19120288680636677,0.5722639734367622,0.6581931151263374,0.7719298245614035,-11.373670943506609,-1.9437877781975414,0.5230340871915833,0.45710108604845445,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,par_target,70_80,150,0.1664644796312224,0.5164009874371747,0.7510675789914617,0.7933333333333333,-4.226575434187163,-4.952113996911714,0.546615129803877,0.47580230880230884,,,
mid_window+par_type+prob_band,death_gap_mid,early_7_11,par_target,80_100,300,0.05055977589329319,0.1939244385900664,0.9111393283692966,0.9433333333333334,-3.2194004964036793,-3.32168367966348,0.5586719798655742,0.5062907647907648,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,high_target,00_50,686,0.05152848404843954,0.19477149392041704,0.1419190467074194,0.030612244897959183,11.13068018094602,46.20388033555775,0.5678272636862706,0.4995631807326221,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,high_target,80_100,162,0.01822922486801386,0.11165420723208723,0.9117330574084883,0.9876543209876543,-7.592126357916595,37.34419936059597,0.556149661666637,0.5379935177449797,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,low_target,00_50,47,0.5228936910844031,1.4131125662535453,0.29409201622173287,1.0,-70.59079837782672,-27.94505632040051,0.24080100125156448,0.5,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,low_target,80_100,273,0.04545956818149031,0.17093198363860723,0.9422429243704841,0.9487179487179487,-0.6475024347464609,-41.69510175087907,0.4780269419345049,0.5316297459154601,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,par_target,00_50,340,0.10009541626522703,0.3246997453715628,0.21290393046036798,0.17352941176470588,3.937451869566211,5.508611482973653,0.540636249791767,0.47566238260009885,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,par_target,50_60,59,0.23306858993566107,0.6589849801979373,0.5412207527341992,0.6949152542372882,-15.369450150308895,4.138442978517863,0.5320245559654437,0.5135593220338983,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,par_target,70_80,57,0.08910193789117767,0.3451575324431901,0.7549524310815464,0.9473684210526315,-19.24159899710851,-2.3542508944025755,0.5508406088005021,0.4271929824561403,,,
mid_window+par_type+prob_band,death_gap_mid,late_12_15,par_target,80_100,384,0.051783387981782114,0.17839327459898222,0.9469910186859644,0.9375,0.9491018685964359,-2.8232284795901705,0.5557504842544778,0.4879204996392496,,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,high_target,00_50,654,0.08856939332933768,0.298594256388341,0.1725165990158669,0.09174311926605505,8.077347974981187,42.62817196421099,0.6069212402876594,0.5053990921627328,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,high_target,60_70,58,0.20667878981716184,0.6029052427214586,0.6510400887949672,0.6896551724137931,-3.861508361882593,33.76316900293194,0.6015680320637219,0.656527093596059,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,high_target,70_80,52,0.06910784090008718,0.3042563400868745,0.737972854381019,1.0,-26.202714561898098,38.44225025775507,0.6142149116908732,0.6682692307692306,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,high_target,80_100,58,0.018427930589919813,0.13113804814196858,0.8792332856781071,1.0,-12.07667143218929,33.19904951370469,0.5995800176834661,0.46896551724137936,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,high_target,00_50,168,0.04180894657267818,0.17492278033482733,0.13701867870463583,0.05357142857142857,8.344725013320724,59.71077390543229,0.489820695177838,0.49262422360248453,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,low_target,70_80,64,0.06408219228978515,0.29076464883511055,0.7481188946226633,1.0,-25.188110537733664,-29.07209821428571,0.60125,0.628125,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,low_target,80_100,186,0.006195748346041302,0.062124039368691444,0.9412780796884009,1.0,-5.872192031159907,-50.99561571940604,0.5934779825908857,0.5366103430619559,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,low_target,00_50,61,0.5879681859705664,1.528219283364,0.2400445386048873,1.0,-75.99554613951128,-29.833654773384765,0.20250723240115723,0.5,low_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,low_target,80_100,157,0.1745425387851526,0.7264906763736838,0.9464052294158579,0.821656050955414,12.474917846044386,-57.79363057324841,0.31252653927813157,0.5131634819532909,low_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,low_target,80_100,57,0.010314276737060904,0.09224614676838558,0.9134629226080822,1.0,-8.653707739191784,-47.73824936673234,0.49905244394408466,0.4934210526315789,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,00_50,162,0.06690206760289787,0.2582744701270971,0.20866340066489242,0.09259259259259259,11.607080807229982,9.613836608611095,0.6066707881534903,0.4212660372791092,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,50_60,56,0.25789128036766135,0.7091298691582207,0.549748043127534,0.5535714285714286,-0.38233854438946,7.216128028272233,0.6066439232503037,0.48660714285714285,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,60_70,55,0.1763778985790648,0.5396260955565102,0.6641474346869993,0.7818181818181819,-11.767074713118253,-0.10268187310004051,0.6105010159190786,0.4595670995670996,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,70_80,96,0.1556791232237614,0.4945451425668714,0.7530591086288743,0.8229166666666666,-6.985755803779236,-5.319709370174551,0.6014819736518915,0.47399666305916305,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,80_100,193,0.06919166555927565,0.2514649005422957,0.8947048311950028,0.9222797927461139,-2.7574961551111166,-4.070921223869098,0.6075178908499028,0.5082239867213959,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,80_100,55,0.028347689593430304,0.12009268070600955,0.9375156397478264,0.9636363636363636,-2.6120723888537256,-7.938636363636365,0.4113636363636364,0.5,low_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,00_50,225,0.21268302726921415,0.6013462099940334,0.259118625319948,0.3688888888888889,-10.977026356894088,5.533518579056342,0.508984999509839,0.5194771241830066,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,early_7_11,par_target,80_100,52,0.004900353604020942,0.058452083337044686,0.9442385750773659,1.0,-5.576142492263414,4.34245562130177,0.5331854043392504,0.5057692307692307,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,high_target,00_50,505,0.05956232369091327,0.2175152030153267,0.1525380820598054,0.03762376237623762,11.491431968356776,43.71235008181252,0.6066216603034005,0.4990105781833244,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,high_target,80_100,102,0.023876543152251524,0.12833941153031106,0.9060194002790353,0.9803921568627451,-7.437275658370979,34.640332037697235,0.6073861573248831,0.5580667354661161,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,high_target,00_50,154,0.03419410463542959,0.1523604209482622,0.1300131517179147,0.012987012987012988,11.70261387309017,56.51379947322918,0.4963348339971716,0.5012987012987014,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,low_target,80_100,123,0.007516143348994049,0.06964456799049172,0.9345074164440369,1.0,-6.54925835559631,-32.730682991353724,0.5925403277842299,0.5628855336172409,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,low_target,80_100,77,0.1451212533852068,0.45410232758347147,0.9382775705933983,0.8181818181818182,12.00957524115801,-53.24155844155843,0.2909090909090909,0.5506493506493506,low_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,low_target,80_100,73,0.004269040698077558,0.042907814336739576,0.9594593588333414,1.0,-4.054064116665856,-44.620394110321584,0.4824506141186238,0.4589041095890411,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,par_target,00_50,160,0.07293398549293639,0.24047155225720934,0.15733728665786745,0.13125,2.608728665786744,8.3703308981998,0.6022293990872212,0.4508578431372549,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,par_target,80_100,244,0.07893751776735386,0.25033585456322727,0.9456006645880449,0.9016393442622951,4.396132032574984,-2.770835562642054,0.6111329399649368,0.49260166063444744,high_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,par_target,80_100,69,0.005093222752300186,0.062260284248945606,0.9405048945737917,1.0,-5.949510542620828,-6.603083796447639,0.40775852675166185,0.5,low_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,par_target,00_50,143,0.13057466101674164,0.41086625800176746,0.2557783257489936,0.26573426573426573,-0.9955939985272111,2.0631407494107754,0.49714381482300574,0.5101055806938161,neutral_venue_chase,,
mid_window+par_type+venue_chase_bucket+prob_band,death_gap_mid,late_12_15,par_target,80_100,71,0.003839919434665872,0.0440156242169643,0.9580725533850101,1.0,-4.192744661498993,0.6700975081256741,0.5092452148790179,0.460093896713615,neutral_venue_chase,,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,high_target,00_50,345,0.06802953944696645,0.24871871671191464,0.15914102295955793,0.08405797101449275,7.508305194506518,43.041414056390565,0.6173361779557239,0.6201325275173649,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,high_target,60_70,51,0.17579252534918952,0.5387487161800487,0.6502223605137298,0.7843137254901961,-13.409136497646623,32.96751308332191,0.5923216897481604,0.703282182438193,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,high_target,70_80,43,0.06986529929814024,0.3061886819551852,0.7365572221278932,1.0,-26.34427778721068,39.27900031170381,0.6148645443703582,0.7034883720930233,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,high_target,00_50,145,0.02939375793058888,0.13667532615044117,0.11738984877376687,0.0,11.738984877376687,40.265037593984964,0.592597873995333,0.2482758620689655,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,high_target,00_50,364,0.1022728370924515,0.3285039373595047,0.17705411912074323,0.10989010989010989,6.716400923063334,50.30361587946169,0.5173315791592252,0.4927092138630601,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,low_target,70_80,62,0.06479159887339228,0.29273773192069125,0.7466112320497664,1.0,-25.338876795023356,-29.13202764976958,0.6022119815668204,0.6322580645161288,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,low_target,80_100,109,0.0055824837537960074,0.06307295699305972,0.9399476425935303,1.0,-6.005235740646975,-53.036478811708164,0.529925731760594,0.6098733071210135,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,low_target,00_50,91,0.5414413757220105,1.3897076209907746,0.270677957873618,1.0,-72.9322042126382,-30.350032320620556,0.33354880413703936,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,low_target,80_100,257,0.11086235708497666,0.47937588830889083,0.9340499443825591,0.8910505836575876,4.299936072497146,-54.11113336385138,0.4528171969176775,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,00_50,113,0.1586898574108822,0.4521433416831463,0.1778872960473004,0.26548672566371684,-8.759942961641645,12.259278684772658,0.5484541575201552,0.6437619295505812,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,80_100,60,0.012540326244356826,0.10524028664455033,0.9017464107951435,1.0,-9.82535892048565,-9.536328638035194,0.6160649789860783,0.614206349206349,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,00_50,125,0.07539026080396082,0.30595501470458136,0.2569615452441117,0.0,25.69615452441117,9.652584211423708,0.5515205910770108,0.2918319327731093,,low_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,00_50,181,0.1832054236537235,0.5316531988166926,0.2606933620819204,0.3756906077348066,-11.499724565288622,2.34223771496538,0.530989619383412,0.49512512187195323,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,50_60,86,0.2314341930355275,0.655696795110126,0.553103575300797,0.7093023255813954,-15.619875028059838,-0.4128834465183538,0.542464037202816,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,60_70,67,0.23832032605416634,0.6709596681464631,0.6556416836571267,0.6417910447761194,1.3850638881007349,2.631759571568493,0.5004412902646779,0.5,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,70_80,111,0.20332516914319218,0.5980514088680414,0.7503242317993957,0.7207207207207207,2.960351107867498,-3.583483996474194,0.533233077105626,0.49675129675129676,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,early_7_11,par_target,80_100,211,0.06477421686069808,0.22237961990170402,0.9230095205709781,0.919431279620853,0.35782409501250445,-0.3717037497098566,0.5337042441410554,0.4997702139882234,,neutral_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,late_12_15,high_target,00_50,278,0.03274901304119207,0.14948574425325636,0.1283888926343669,0.0035971223021582736,12.479177033220862,43.46958161755437,0.6147499569927244,0.6182411437168157,,high_team_venue,
mid_window+par_type+team_venue_bucket+prob_band,death_gap_mid,late_12_15,high_target,80_100,78,0.010901051501580068,0.09625539328784097,0.9097754044667343,1.0,-9.022459553326566,37.0028029455113,0.5535843400426737,0.6243155966840175,,high_team_venue,
