season,over,ball,overs,score,wickets_lost,target_above_par,current_run_rate,required_run_rate,overs_remaining,balls_remaining,resource_win_prob,partnership_solidity,set_batter_exposure,runs_last_18,near_srh_market_prob_norm,scorecard_replay,v7_cal,partnership_solidity_v2,set_batter_exposure_v2,recent_rate_edge_v2,recent_rate_positive_v2,chase_completion_v2,chase_completion_effect_v2,wicket_safety_v2,phase_pp_v2,phase_mid_v2,phase_late_mid_v2,phase_death_v2,target_below_par_v2,target_above_par_v2,target_par_v2,mid_accel_gate_v2,mid_accel_strength_v2,resource_context_global,resource_phase_target_context,resource_mid_accel_gate_only
2026,5,1,5.0,38.0,1,7.550000000000011,7.6,9.533333333333333,15.0,90,0.40652765287245285,0.575,15.0,23.0,0.5668711656441718,0.2406491543126513,0.3742675642203691,0.575,0.375,-0.2800000000000001,0.0,0.21543525969275787,0.05385881492318947,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39873938186728203,0.3712027241657216,0.40652765287245285
2026,5,1,5.1,38.0,1,7.550000000000011,7.354838709677419,9.640449438202246,14.833333333333334,89,0.3922501192509436,0.5883333333333334,15.0,22.0,0.5658056580565806,0.2223773013441888,0.36074322024134,0.5883333333333334,0.375,-0.34606741573033695,0.0,0.20994475138121546,0.052486187845303865,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3822940728752794,0.35550931994532664,0.3922501192509436
2026,5,2,5.2,39.0,1,7.550000000000011,7.3125,9.681818181818182,14.666666666666666,88,0.38862989351498706,0.6066666666666667,16.0,21.0,0.5409429280397022,0.2217417546895605,0.3588331323510321,0.6066666666666667,0.4,-0.40227272727272734,0.0,0.2154696132596685,0.05386740331491713,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3785431109659991,0.352118126923031,0.38862989351498706
2026,5,3,5.3,39.0,1,7.550000000000011,7.090909090909091,9.793103448275861,14.5,87,0.373926125003726,0.62,16.0,21.0,0.5391304347826087,0.1961446635769577,0.3495028159101697,0.62,0.4,-0.4189655172413792,0.0,0.2154696132596685,0.05386740331491713,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36402370590424443,0.3379261112098145,0.373926125003726
2026,5,4,5.4,39.0,1,7.550000000000011,6.88235294117647,9.906976744186046,14.333333333333334,86,0.35905006227871833,0.6333333333333333,16.0,21.0,0.5068664169787765,0.1708273012574229,0.3278219511462934,0.6333333333333333,0.4,-0.436046511627907,0.0,0.2154696132596685,0.05386740331491713,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3493386102505533,0.32362876231723947,0.35905006227871833
2026,5,5,5.5,45.0,1,7.550000000000011,7.714285714285714,9.6,14.166666666666666,85,0.4109799001247028,0.6516666666666666,17.0,27.0,0.5218476903870162,0.2454571167270927,0.4017353074748994,0.6516666666666666,0.425,-0.08999999999999986,0.0,0.24861878453038674,0.062154696132596686,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.417677620829197,0.38679038117120534,0.4109799001247028
2026,6,1,6.0,45.0,1,7.550000000000011,7.5,9.714285714285714,14.0,84,0.3954946234482087,0.665,17.0,26.0,0.5354919053549191,0.2226803966957762,0.4009790367560153,0.665,0.425,-0.15714285714285695,0.0,0.25377229080932784,0.06344307270233196,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4010170248545083,0.37077284229285534,0.3954946234482087
2026,6,1,6.1,45.0,1,7.550000000000011,7.297297297297297,9.831325301204819,13.833333333333334,83,0.37977888423712797,0.6833333333333333,18.0,22.0,0.5068664169787765,0.1922581837956063,0.3876072066121386,0.6833333333333333,0.45,-0.37469879518072274,0.0,0.24861878453038674,0.062154696132596686,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3784024810587538,0.3504253738805669,0.37977888423712797
2026,6,2,6.2,46.0,1,7.550000000000011,7.2631578947368425,9.878048780487806,13.666666666666666,82,0.3753559297621453,0.6966666666666668,18.0,23.0,0.5068664169787765,0.1813680284801553,0.3840194817793593,0.6966666666666668,0.45,-0.33170731707317086,0.0,0.2541436464088398,0.06353591160220995,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3766403181711077,0.34808501957097404,0.3753559297621453
2026,6,3,6.3,47.0,1,7.550000000000011,7.230769230769231,9.925925925925926,13.5,81,0.3707722516465582,0.71,18.0,24.0,0.5031289111389236,0.181367877775873,0.37448677838056,0.71,0.45,-0.2888888888888889,0.0,0.2596685082872928,0.0649171270718232,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37469343045107517,0.34557181215504584,0.3707722516465582
