window,bucket,model,n,mean_pred,actual,gap_pp,brier,logloss,ece
all_inn2,above,resource_context_firsthalf_only,4500,0.2647857589734693,0.25866666666666666,0.6119092306802631,0.09358670687835018,0.3008331521851855,0.04997129847397075
all_inn2,below,resource_v1,2086,0.739890363944447,0.9558964525407478,-21.60060885963009,0.14947258936154798,0.48210665969471606,0.2569293891653512
all_inn2,below,resource_context_global,2086,0.7445610033745326,0.9558964525407478,-21.133544916621528,0.16053241165777035,0.5000333893151245,0.23575468703119495
all_inn2,below,resource_context_global_guarded,2086,0.739890363944447,0.9558964525407478,-21.60060885963009,0.14947258936154798,0.48210665969471606,0.2569293891653512
all_inn2,below,resource_context_window_guarded,2086,0.7458831614507846,0.9558964525407478,-21.001329108996323,0.14736458595266871,0.4733628776942549,0.24888892904989054
all_inn2,below,resource_context_firsthalf_only,2086,0.739890363944447,0.9558964525407478,-21.60060885963009,0.14947258936154798,0.48210665969471606,0.2569293891653512
all_inn2,par,resource_v1,4052,0.5180420092340443,0.5915597235932872,-7.3517714359242925,0.16172384843064344,0.490548615760223,0.09171959521975394
all_inn2,par,resource_context_global,4052,0.529549235344302,0.5915597235932872,-6.201048824898525,0.15515376557769586,0.4666788157277134,0.080296958114312
all_inn2,par,resource_context_global_guarded,4052,0.529549235344302,0.5915597235932872,-6.201048824898525,0.15515376557769586,0.4666788157277134,0.080296958114312
all_inn2,par,resource_context_window_guarded,4052,0.5220083719643955,0.5915597235932872,-6.95513516288917,0.15479061297425212,0.4646699463244127,0.081628487430141
all_inn2,par,resource_context_firsthalf_only,4052,0.5220083719643955,0.5915597235932872,-6.95513516288917,0.15479061297425212,0.4646699463244127,0.081628487430141
all_inn2,all,resource_v1,10638,0.45236411593406983,0.5221846211693928,-6.982050523532296,0.13404466981776889,0.41974552919291164,0.09278857139644257
all_inn2,all,resource_context_global,10638,0.4637829012150141,0.5221846211693928,-5.840171995437871,0.13064704020082377,0.40306956144218536,0.06777356283177902
all_inn2,all,resource_context_global_guarded,10638,0.4628670379088326,0.5221846211693928,-5.931758326056019,0.12847832528167358,0.3995543181644854,0.08178453055933414
all_inn2,all,resource_context_window_guarded,10638,0.4570996534467644,0.5221846211693928,-6.5084967722628395,0.12744446992117997,0.39706963434950837,0.08680170226672809
all_inn2,all,resource_context_firsthalf_only,10638,0.45592452883704254,0.5221846211693928,-6.626009233235025,0.12785782723561143,0.398784198107072,0.08937308610160574
