candidate,segment,n,n_features,brier_raw,brier_cal,logloss_cal,mean_pred,actual_wr,gap_pp
baseline_mid,mid_all,5050,72,0.10268284351827603,0.10369643445698584,0.33743639494934685,0.520358771442801,0.5376237623762377,-1.7264990933436697
terminal_mid,mid_all,5050,79,0.10300837704254498,0.10403071596618484,0.33872813502379756,0.5197092488641111,0.5376237623762377,-1.7914513512126584
interaction_mid,mid_all,5050,86,0.10423261225082885,0.10527708106497956,0.34137872824363164,0.5170698042087842,0.5376237623762377,-2.0553958167453423
terminal_interaction_mid,mid_all,5050,93,0.10361155217721142,0.10461089372330747,0.34000780863211433,0.51732351315759,0.5376237623762377,-2.0300249218647703
