feature,importance
resource_win_prob,0.2521497
dls_pressure_index,0.13402948
score_vs_par,0.1270064
projected_score,0.03645227
run_rate_diff,0.033384383
rrr_times_wickets,0.03254283
team_strength_diff,0.028464094
score_per_wicket,0.028351558
batting_team_win_rate,0.02738809
required_run_rate,0.026808389
situation_advantage,0.026165962
bowling_team_win_rate,0.02607453
batting_team_situation_wr,0.025357971
bowling_team_situation_wr,0.024854679
expected_final_score,0.02352995
projected_vs_venue_avg,0.022987435
pressure_index,0.02296053
chase_difficulty,0.021611976
is_powerplay,0.021136854
overs_remaining,0.019378224
wickets_times_balls,0.013450089
wickets_last_12,0.010098098
runs_last_18,0.008896262
runs_last_12,0.004020219
boundary_pct_last_18,0.0029001257
