segment,situation,model,pred_bin,n,matches,mean_pred,actual_wr,bias,abs_error
phase_x_chase_bucket,phase=mid|chase_bucket=high,calibrated,"[0.5, 0.6)",89,10,0.5620394323204689,0.5280898876404494,0.03394954468001954,0.03394954468001954
phase_x_chase_bucket,phase=mid|chase_bucket=high,calibrated,"[0.6, 0.7)",104,10,0.6521858030735228,0.7019230769230769,-0.049737273849554064,0.049737273849554064
phase_x_chase_bucket,phase=mid|chase_bucket=high,calibrated,"[0.7, 0.8)",110,8,0.7463589605456515,0.9818181818181818,-0.23545922127253027,0.23545922127253027
phase_x_chase_bucket,phase=mid|chase_bucket=high,calibrated,"[0.8, 0.9)",111,9,0.8569376992920131,1.0,-0.14306230070798687,0.14306230070798687
phase_x_chase_bucket,phase=mid|chase_bucket=high,calibrated,"[0.9, 1.0)",133,7,0.9536036795375182,1.0,-0.046396320462481766,0.046396320462481766
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.0, 0.1)",35,1,0.07339138313084542,1.0,-0.9266086168691545,0.9266086168691545
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.1, 0.2)",16,1,0.11983082467105713,1.0,-0.8801691753289429,0.8801691753289429
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.2, 0.3)",11,4,0.27870268866825626,1.0,-0.7212973113317438,0.7212973113317438
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.3, 0.4)",64,5,0.33964273207430484,1.0,-0.6603572679256952,0.6603572679256952
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.4, 0.5)",38,5,0.44720531629606913,1.0,-0.5527946837039308,0.5527946837039308
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.5, 0.6)",31,6,0.5510266189808436,0.9032258064516129,-0.3521991874707693,0.3521991874707693
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.6, 0.7)",26,6,0.654306017815611,0.8846153846153846,-0.23030936679977354,0.23030936679977354
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.7, 0.8)",75,9,0.7600758355357081,0.9066666666666666,-0.1465908311309585,0.1465908311309585
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.8, 0.9)",185,11,0.851920831120373,0.9621621621621622,-0.11024133104178924,0.11024133104178924
phase_x_chase_bucket,phase=mid|chase_bucket=low,raw,"[0.9, 1.0)",529,18,0.9692200380009137,0.943289224952741,0.025930813048172685,0.025930813048172685
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.0, 0.1)",20,1,0.08028857612407965,1.0,-0.9197114238759203,0.9197114238759203
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.1, 0.2)",31,1,0.12672701927289484,1.0,-0.8732729807271051,0.8732729807271051
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.3, 0.4)",63,5,0.3480971229368925,1.0,-0.6519028770631075,0.6519028770631075
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.4, 0.5)",46,5,0.4452558481517252,1.0,-0.5547441518482747,0.5547441518482747
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.5, 0.6)",31,6,0.5513204520248914,0.9032258064516129,-0.35190535442672144,0.35190535442672144
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.6, 0.7)",31,7,0.6582479584892946,0.9032258064516129,-0.24497784796231825,0.24497784796231825
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.7, 0.8)",124,10,0.7620360734695517,0.9435483870967742,-0.18151231362722253,0.18151231362722253
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.8, 0.9)",160,13,0.8589444897639261,0.94375,-0.08480551023607386,0.08480551023607386
phase_x_chase_bucket,phase=mid|chase_bucket=low,calibrated,"[0.9, 1.0)",501,18,0.9641426136554477,0.9441117764471058,0.02003083720834198,0.02003083720834198
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.0, 0.1)",206,8,0.03861579162810527,0.0,0.03861579162810527,0.03861579162810527
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.1, 0.2)",190,13,0.16270366153555757,0.12105263157894737,0.0416510299566102,0.0416510299566102
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.2, 0.3)",140,13,0.24220930678640137,0.15714285714285714,0.08506644964354423,0.08506644964354423
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.3, 0.4)",105,15,0.3445803475482382,0.44761904761904764,-0.10303870007080945,0.10303870007080945
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.4, 0.5)",99,14,0.4493771744445116,0.5757575757575758,-0.12638040131306422,0.12638040131306422
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.5, 0.6)",145,13,0.5501464387536468,0.6758620689655173,-0.1257156302118705,0.1257156302118705
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.6, 0.7)",135,13,0.6568655006943486,0.762962962962963,-0.10609746226861438,0.10609746226861438
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.7, 0.8)",172,17,0.7512460314867806,0.813953488372093,-0.06270745688531243,0.06270745688531243
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.8, 0.9)",193,17,0.8492779592711766,0.8082901554404145,0.04098780383076206,0.04098780383076206
phase_x_chase_bucket,phase=mid|chase_bucket=par,raw,"[0.9, 1.0)",566,16,0.9657260881790466,0.9699646643109541,-0.004238576131907479,0.004238576131907479
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.0, 0.1)",175,7,0.03917473139729162,0.0,0.03917473139729162,0.03917473139729162
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.1, 0.2)",151,12,0.15801628830084505,0.059602649006622516,0.09841363929422253,0.09841363929422253
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.2, 0.3)",188,12,0.24135548504306886,0.1595744680851064,0.08178101695796247,0.08178101695796247
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.3, 0.4)",111,15,0.3488255045785365,0.3783783783783784,-0.029552873799841894,0.029552873799841894
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.4, 0.5)",112,16,0.44925981220516853,0.5714285714285714,-0.12216875922340287,0.12216875922340287
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.5, 0.6)",156,14,0.5524102885390724,0.6923076923076923,-0.13989740376861992,0.13989740376861992
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.6, 0.7)",164,14,0.6549158587178319,0.7621951219512195,-0.10727926323338766,0.10727926323338766
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.7, 0.8)",178,19,0.7545852799054613,0.8258426966292135,-0.07125741672375219,0.07125741672375219
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.8, 0.9)",177,16,0.8488685476854505,0.8022598870056498,0.04660866067980074,0.04660866067980074
phase_x_chase_bucket,phase=mid|chase_bucket=par,calibrated,"[0.9, 1.0)",539,16,0.9612107715733825,0.9795918367346939,-0.018381065161311327,0.018381065161311327
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.0, 0.1)",459,21,0.036627843360997635,0.002178649237472767,0.034449194123524866,0.034449194123524866
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.1, 0.2)",204,25,0.14837662576949615,0.1323529411764706,0.016023684593025556,0.016023684593025556
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.2, 0.3)",244,23,0.24859685274487917,0.19672131147540983,0.05187554126946933,0.05187554126946933
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.3, 0.4)",165,21,0.3492930543758032,0.503030303030303,-0.15373724865449984,0.15373724865449984
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.4, 0.5)",103,14,0.4477532442869573,0.6213592233009708,-0.17360597901401353,0.17360597901401353
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.5, 0.6)",89,14,0.542646866704609,0.5168539325842697,0.02579293412033934,0.02579293412033934
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.6, 0.7)",62,6,0.6560694241057806,0.8548387096774194,-0.19876928557163875,0.19876928557163875
phase_x_chase_bucket,phase=pp|chase_bucket=high,raw,"[0.7, 0.8)",51,7,0.75282837386457,0.7647058823529411,-0.011877508488371102,0.011877508488371102
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.0, 0.1)",369,17,0.029846781017048997,0.0,0.029846781017048997,0.029846781017048997
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.1, 0.2)",214,23,0.1619816918634359,0.07476635514018691,0.08721533672324898,0.08721533672324898
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.2, 0.3)",292,24,0.2668164619062608,0.1643835616438356,0.10243290026242519,0.10243290026242519
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.3, 0.4)",130,20,0.350682955231389,0.4461538461538462,-0.0954708909224572,0.0954708909224572
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.4, 0.5)",172,20,0.4416792265527412,0.5697674418604651,-0.1280882153077239,0.1280882153077239
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.5, 0.6)",97,13,0.5462971619794309,0.6185567010309279,-0.07225953905149696,0.07225953905149696
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.6, 0.7)",47,8,0.6385090877527474,0.8297872340425532,-0.19127814628980577,0.19127814628980577
phase_x_chase_bucket,phase=pp|chase_bucket=high,calibrated,"[0.7, 0.8)",61,7,0.7637759699112179,0.7704918032786885,-0.006715833367470614,0.006715833367470614
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.0, 0.1)",38,1,0.04389255493986243,1.0,-0.9561074450601376,0.9561074450601376
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.3, 0.4)",28,2,0.36903874015742016,1.0,-0.6309612598425798,0.6309612598425798
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.4, 0.5)",42,4,0.467740075049797,1.0,-0.532259924950203,0.532259924950203
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.5, 0.6)",42,4,0.541490309768605,1.0,-0.458509690231395,0.458509690231395
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.6, 0.7)",77,8,0.6719805007164543,1.0,-0.3280194992835457,0.3280194992835457
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.7, 0.8)",109,11,0.7486323986153468,1.0,-0.2513676013846532,0.2513676013846532
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.8, 0.9)",111,9,0.8533708718254146,1.0,-0.1466291281745854,0.1466291281745854
phase_x_chase_bucket,phase=pp|chase_bucket=low,raw,"[0.9, 1.0)",333,11,0.9676231043737543,0.8918918918918919,0.07573121248186243,0.07573121248186243
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.0, 0.1)",37,1,0.051585695155553724,1.0,-0.9484143048444462,0.9484143048444462
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.3, 0.4)",10,2,0.3741727975994865,1.0,-0.6258272024005135,0.6258272024005135
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.4, 0.5)",57,5,0.4584178823773475,1.0,-0.5415821176226525,0.5415821176226525
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.5, 0.6)",62,6,0.5473359154017187,1.0,-0.45266408459828134,0.45266408459828134
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.6, 0.7)",65,7,0.6605385954443448,1.0,-0.3394614045556552,0.3394614045556552
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.7, 0.8)",151,12,0.7596277510260786,1.0,-0.2403722489739214,0.2403722489739214
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.8, 0.9)",64,9,0.8224866783270526,0.984375,-0.16188832167294742,0.16188832167294742
phase_x_chase_bucket,phase=pp|chase_bucket=low,calibrated,"[0.9, 1.0)",165,9,0.9485941500474465,0.8606060606060606,0.08798808944138592,0.08798808944138592
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.0, 0.1)",77,4,0.051703988751171416,0.0,0.051703988751171416,0.051703988751171416
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.1, 0.2)",171,12,0.14651330959247047,0.05847953216374269,0.08803377742872778,0.08803377742872778
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.2, 0.3)",129,13,0.2491430559303412,0.26356589147286824,-0.014422835542527046,0.014422835542527046
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.3, 0.4)",121,14,0.352031370989347,0.5289256198347108,-0.17689424884536376,0.17689424884536376
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.4, 0.5)",99,14,0.4462245363304452,0.48484848484848486,-0.038623948518039686,0.038623948518039686
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.5, 0.6)",145,18,0.5555703850530518,0.7448275862068966,-0.1892572011538448,0.1892572011538448
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.6, 0.7)",187,21,0.6442743450519022,0.9358288770053476,-0.2915545319534454,0.2915545319534454
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.7, 0.8)",234,18,0.7536275393644023,0.9401709401709402,-0.18654340080653786,0.18654340080653786
phase_x_chase_bucket,phase=pp|chase_bucket=par,raw,"[0.8, 0.9)",140,13,0.8337098439223956,0.8428571428571429,-0.009147298934747305,0.009147298934747305
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.0, 0.1)",61,4,0.040788179739151956,0.0,0.040788179739151956,0.040788179739151956
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.1, 0.2)",110,10,0.1653306172981954,0.01818181818181818,0.1471487991163772,0.1471487991163772
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.2, 0.3)",198,15,0.26341627283801505,0.20202020202020202,0.06139607081781304,0.06139607081781304
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.3, 0.4)",81,12,0.3535454544743145,0.5925925925925926,-0.23904713811827805,0.23904713811827805
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.4, 0.5)",146,18,0.44388050740453905,0.5068493150684932,-0.06296880766395413,0.06296880766395413
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.5, 0.6)",176,21,0.5531817680593026,0.7556818181818182,-0.2025000501225156,0.2025000501225156
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.6, 0.7)",165,20,0.6333754946111431,0.9090909090909091,-0.275715414479766,0.275715414479766
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.7, 0.8)",306,18,0.7679661970095288,0.8986928104575164,-0.13072661344798753,0.13072661344798753
phase_x_chase_bucket,phase=pp|chase_bucket=par,calibrated,"[0.8, 0.9)",56,10,0.8088088309527244,0.9107142857142857,-0.10190545476156132,0.10190545476156132
