method,split,segment,n,brier,ece,log_loss,baseline_brier_delta,baseline_ece_delta,baseline_log_loss_delta
ml_add_mc_gap_features,oof_overall,innings_1_powerplay,320,0.2682837353497055,0.15899957721905147,0.7577060473908506,0.001222,-0.008642,0.003874
ml_add_mc_gap_features,oof_overall,innings_1_middle,576,0.25977168385859706,0.17741125895709334,0.7297753639513009,-0.004344,0.012394,-0.011498
ml_add_mc_gap_features,oof_overall,innings_1_death,312,0.25967283943632113,0.17597161497868644,0.7354698292849373,-0.006414,-0.004334,-0.014416
ml_add_mc_gap_features,oof_overall,innings_2,1108,0.19379194901892327,0.07868220217454988,0.5816222347461228,-0.002955,-0.013583,-0.00561
ml_add_mc_gap_features,oof_overall,innings_2_powerplay,320,0.23675009961553362,0.16321300120308513,0.699131468131554,-0.004442,-0.008105,-0.008669
ml_add_mc_gap_features,oof_overall,innings_2_middle,542,0.1857884453459398,0.0773590938886814,0.5576698249453489,-0.001192,-0.008835,-0.001896
ml_add_mc_gap_features,oof_overall,innings_2_death,246,0.15554516365242632,0.07582116002111303,0.48153789096027516,-0.004904,-0.031746,-0.009813
ml_replace_resource_with_mc,oof_overall,overall,2316,0.22850437258661102,0.11049095508104628,0.6592148438242835,-0.004054,-0.017253,-0.011259
ml_replace_resource_with_mc,oof_overall,innings_1,1208,0.26797381434878553,0.1683590712364549,0.7553109843240076,0.002569,-0.001169,0.008486
ml_replace_resource_with_mc,oof_overall,innings_1_powerplay,320,0.2804032035353308,0.1886845548147275,0.7860738386353582,0.013341,0.021043,0.032242
ml_replace_resource_with_mc,oof_overall,innings_1_middle,576,0.26430972316591805,0.1720624728281009,0.7434751520206704,0.000194,0.007045,0.002202
ml_replace_resource_with_mc,oof_overall,innings_1_death,312,0.2619901989053152,0.16772292646441753,0.7456101062057061,-0.004096,-0.012583,-0.004275
ml_replace_resource_with_mc,oof_overall,innings_2,1108,0.18547270683868056,0.07683371869833935,0.5544457664563534,-0.011274,-0.015431,-0.032786
ml_replace_resource_with_mc,oof_overall,innings_2_powerplay,320,0.22548889873621797,0.12895250845062023,0.6621980412777788,-0.015703,-0.042366,-0.045602
ml_replace_resource_with_mc,oof_overall,innings_2_middle,542,0.17873541859804737,0.0703764159358922,0.5343502599905573,-0.008245,-0.015817,-0.025216
ml_replace_resource_with_mc,oof_overall,innings_2_death,246,0.14826306789238466,0.06684866718787509,0.4585556711783261,-0.012186,-0.040718,-0.032795
ml_clean_swap_resource,oof_overall,overall,2316,0.22894216228094993,0.12620471568976868,0.6611484341595472,-0.003616,-0.001539,-0.009325
ml_clean_swap_resource,oof_overall,innings_1,1208,0.26259914588209915,0.1786891009995749,0.7401731046312543,-0.002806,0.009162,-0.006651
ml_clean_swap_resource,oof_overall,innings_1_powerplay,320,0.266207394436246,0.16829776911706779,0.7529727793687357,-0.000854,0.000656,-0.000859
ml_clean_swap_resource,oof_overall,innings_1_middle,576,0.2615505632736064,0.18947096878934705,0.7349343582298523,-0.002565,0.024453,-0.006339
ml_clean_swap_resource,oof_overall,innings_1_death,312,0.2608342229499351,0.1776298570607224,0.7367167649236048,-0.005252,-0.002676,-0.013169
ml_clean_swap_resource,oof_overall,innings_2,1108,0.19224754478078016,0.08244654159721371,0.574991573212054,-0.004499,-0.009819,-0.012241
ml_clean_swap_resource,oof_overall,innings_2_powerplay,320,0.23231407519426456,0.15863264913754327,0.6847061091554998,-0.008878,-0.012686,-0.023094
ml_clean_swap_resource,oof_overall,innings_2_middle,542,0.1849050220024483,0.07768428402902323,0.5536156822949041,-0.002076,-0.008509,-0.00595
ml_clean_swap_resource,oof_overall,innings_2_death,246,0.15630590906346653,0.08765182760652375,0.4793699527860078,-0.004143,-0.019915,-0.011981
