method,split,segment,n,brier,ece,log_loss
baseline_ipl_v6_features,oof_fold_3,innings_2_death,60,0.18467525520760814,0.12637224571084,0.543112066724966
mc_standalone_calibrated,oof_fold_3,overall,579,0.23182724741209798,0.08990543961142945,0.648787959025874
mc_standalone_calibrated,oof_fold_3,innings_1,306,0.23961560902835763,0.06014592120372206,0.6719923283693329
mc_standalone_calibrated,oof_fold_3,innings_1_powerplay,85,0.2475239904277037,0.07010269219723189,0.6892988415549146
mc_standalone_calibrated,oof_fold_3,innings_1_middle,147,0.23399171997079882,0.08240718362975631,0.6590678440326073
mc_standalone_calibrated,oof_fold_3,innings_1_death,74,0.24170343703534025,0.11400076026954856,0.6777875388656056
mc_standalone_calibrated,oof_fold_3,innings_2,273,0.22309743549057615,0.1717080683934157,0.6227786659156234
mc_standalone_calibrated,oof_fold_3,innings_2_powerplay,80,0.22851859252098947,0.19452427717980816,0.6310769995977379
mc_standalone_calibrated,oof_fold_3,innings_2_middle,133,0.23319110448242344,0.19952434963214646,0.6333707240966838
mc_standalone_calibrated,oof_fold_3,innings_2_death,60,0.19349492651809702,0.2013556402042221,0.5882351587047865
ml_add_mc_win_prob,oof_fold_3,overall,579,0.19995580802239607,0.05751362512063666,0.5818996069052652
ml_add_mc_win_prob,oof_fold_3,innings_1,306,0.21435993777951268,0.06207642964556499,0.6184360954596698
ml_add_mc_win_prob,oof_fold_3,innings_1_powerplay,85,0.25159608956054136,0.1786576736890441,0.6993275024570503
ml_add_mc_win_prob,oof_fold_3,innings_1_middle,147,0.20707437258191153,0.06427782498790291,0.6024543391269225
ml_add_mc_win_prob,oof_fold_3,innings_1_death,74,0.1860613591668089,0.09774657163510517,0.5572678331101629
ml_add_mc_win_prob,oof_fold_3,innings_2,273,0.18381051972321044,0.11728963339312388,0.540946619734394
ml_add_mc_win_prob,oof_fold_3,innings_2_powerplay,80,0.16497877997781013,0.16659683007903725,0.5006555497966196
ml_add_mc_win_prob,oof_fold_3,innings_2_middle,133,0.20171407621777362,0.1875355294497308,0.5859367185409079
ml_add_mc_win_prob,oof_fold_3,innings_2_death,60,0.16923328915412902,0.11183268862546432,0.49493999396365346
ml_add_mc_gap_features,oof_fold_3,overall,579,0.18463907145092318,0.09199948403085191,0.5485891276753315
ml_add_mc_gap_features,oof_fold_3,innings_1,306,0.17639551341205922,0.1130924568392506,0.529007978693092
ml_add_mc_gap_features,oof_fold_3,innings_1_powerplay,85,0.20431404239786788,0.096641255139073,0.5945382719121665
ml_add_mc_gap_features,oof_fold_3,innings_1_middle,147,0.1685765614485508,0.10768401403362055,0.5094855847981926
ml_add_mc_gap_features,oof_fold_3,innings_1_death,74,0.1598591752342484,0.1838727196219357,0.49251766759753685
ml_add_mc_gap_features,oof_fold_3,innings_2,273,0.193879103538441,0.14621553667205803,0.570537228732347
ml_add_mc_gap_features,oof_fold_3,innings_2_powerplay,80,0.1710902547171354,0.15463159181009836,0.5140760881324249
ml_add_mc_gap_features,oof_fold_3,innings_2_middle,133,0.2125916134152277,0.17374397189558266,0.6168080327102958
ml_add_mc_gap_features,oof_fold_3,innings_2_death,60,0.18278483840663792,0.1603329267218796,0.5432518007144568
ml_replace_resource_with_mc,oof_fold_3,overall,579,0.20187398168743728,0.06790210838170312,0.5850014981296461
ml_replace_resource_with_mc,oof_fold_3,innings_1,306,0.21634147166995651,0.028994841615213134,0.6229319160504126
ml_replace_resource_with_mc,oof_fold_3,innings_1_powerplay,85,0.2583977123567513,0.14144705478088695,0.7152739993568018
ml_replace_resource_with_mc,oof_fold_3,innings_1_middle,147,0.20569866480187374,0.07487366884939844,0.598915205697207
ml_replace_resource_with_mc,oof_fold_3,innings_1_death,74,0.18917541965955925,0.0864198118120589,0.5645721774136311
ml_replace_resource_with_mc,oof_fold_3,innings_2,273,0.18565767423450358,0.13976443074753048,0.5424860846360398
ml_replace_resource_with_mc,oof_fold_3,innings_2_powerplay,80,0.16528713035306564,0.18665971836511083,0.5014432051263636
ml_replace_resource_with_mc,oof_fold_3,innings_2_middle,133,0.2019724093525282,0.17412756559320908,0.5810647789440885
ml_replace_resource_with_mc,oof_fold_3,innings_2_death,60,0.17665406989813298,0.12295891774224799,0.5116938182660997
ml_clean_swap_resource,oof_fold_3,overall,579,0.18498288512937874,0.0910621447863544,0.5493269614907448
ml_clean_swap_resource,oof_fold_3,innings_1,306,0.18165576518133375,0.12324431418587851,0.5422374049222586
ml_clean_swap_resource,oof_fold_3,innings_1_powerplay,85,0.20462573379287138,0.14542811834894667,0.5954527081042783
ml_clean_swap_resource,oof_fold_3,innings_1_middle,147,0.17705617038569307,0.13232753142118983,0.5307973493965923
ml_clean_swap_resource,oof_fold_3,innings_1_death,74,0.16440837468104305,0.18572649567374555,0.5038372345411947
ml_clean_swap_resource,oof_fold_3,innings_2,273,0.18871218441180282,0.1473660255374567,0.5572734974246525
ml_clean_swap_resource,oof_fold_3,innings_2_powerplay,80,0.16952295518019328,0.19434795326296203,0.5104381040645906
ml_clean_swap_resource,oof_fold_3,innings_2_middle,133,0.20816016977085564,0.1600310059505868,0.6056352851109125
ml_clean_swap_resource,oof_fold_3,innings_2_death,60,0.1711881225080482,0.11709487222911504,0.5125187258668592
baseline_ipl_v6_features,oof_fold_4,overall,579,0.21673181964264301,0.1335223480066738,0.6131522169308512
baseline_ipl_v6_features,oof_fold_4,innings_1,296,0.29154865896482146,0.21868287184936228,0.7927049908821058
baseline_ipl_v6_features,oof_fold_4,innings_1_powerplay,75,0.31526293378355996,0.2679090752799019,0.8397013959976424
baseline_ipl_v6_features,oof_fold_4,innings_1_middle,141,0.29605759992656405,0.22215856809106949,0.8085413112041139
baseline_ipl_v6_features,oof_fold_4,innings_1_death,80,0.2613695178771828,0.21126664177634663,0.720734346518751
baseline_ipl_v6_features,oof_fold_4,innings_2,283,0.13847816437986984,0.10674597320968823,0.4253514356956166
baseline_ipl_v6_features,oof_fold_4,innings_2_powerplay,80,0.19678644191961317,0.18842524425381282,0.5738573853791011
baseline_ipl_v6_features,oof_fold_4,innings_2_middle,140,0.12585395049225037,0.11642938269258263,0.39716876970695836
baseline_ipl_v6_features,oof_fold_4,innings_2_death,63,0.09248971582569934,0.1937240314246434,0.2994005986120199
mc_standalone_calibrated,oof_fold_4,overall,579,0.19301653596995605,0.09713304204823359,0.56368963841578
mc_standalone_calibrated,oof_fold_4,innings_1,296,0.2435957779500459,0.06442879965472766,0.6803208077116542
mc_standalone_calibrated,oof_fold_4,innings_1_powerplay,75,0.26665905896072317,0.14734957755022582,0.7272920370586589
mc_standalone_calibrated,oof_fold_4,innings_1_middle,141,0.246453405330773,0.07257542791358915,0.6861054075235771
mc_standalone_calibrated,oof_fold_4,innings_1_death,80,0.21693738374400443,0.15551215330031817,0.6260899230303237
mc_standalone_calibrated,oof_fold_4,innings_2,283,0.14011386591304226,0.16888576199254232,0.4417008535692119
mc_standalone_calibrated,oof_fold_4,innings_2_powerplay,80,0.19137979397814298,0.3182127535440331,0.5764130397969025
mc_standalone_calibrated,oof_fold_4,innings_2_middle,140,0.13045851650725795,0.20314795533223515,0.4218518902782098
mc_standalone_calibrated,oof_fold_4,innings_2_death,63,0.09647060673211762,0.16625163248988223,0.31474656726008593
ml_add_mc_win_prob,oof_fold_4,overall,579,0.2041161604992079,0.08822820949665139,0.5914442738542502
ml_add_mc_win_prob,oof_fold_4,innings_1,296,0.26458775544662555,0.14391346060869697,0.739730726956169
ml_add_mc_win_prob,oof_fold_4,innings_1_powerplay,75,0.29234354894116227,0.21161893537020268,0.7910965264308595
ml_add_mc_win_prob,oof_fold_4,innings_1_middle,141,0.267244388217971,0.20220657947773857,0.7506991953291706
ml_add_mc_win_prob,oof_fold_4,innings_1_death,80,0.23388438378600124,0.13190823430753665,0.672243364441231
ml_add_mc_win_prob,oof_fold_4,innings_2,283,0.14086671843406426,0.10070637846308753,0.4363460755568371
ml_add_mc_win_prob,oof_fold_4,innings_2_powerplay,80,0.19154413563754108,0.12453425920737497,0.5636730945562795
ml_add_mc_win_prob,oof_fold_4,innings_2_middle,140,0.13207746826538433,0.15962930260306143,0.41671409830785394
ml_add_mc_win_prob,oof_fold_4,innings_2_death,63,0.09604610966163644,0.14679902089457136,0.31828758817433306
ml_add_mc_gap_features,oof_fold_4,overall,579,0.21720908560467514,0.12875780450915636,0.6167609413640858
ml_add_mc_gap_features,oof_fold_4,innings_1,296,0.29108118527773513,0.21211661589383343,0.7964714549650701
ml_add_mc_gap_features,oof_fold_4,innings_1_powerplay,75,0.32382902230305827,0.26766686456455524,0.8603889083052978
ml_add_mc_gap_features,oof_fold_4,innings_1_middle,141,0.2963030936869794,0.2782548472234426,0.8144698256515835
ml_add_mc_gap_features,oof_fold_4,innings_1_death,80,0.2511764744952016,0.20138682550404186,0.7048267141236272
ml_add_mc_gap_features,oof_fold_4,innings_2,283,0.1399435679254322,0.107306854166756,0.42879517448814464
ml_add_mc_gap_features,oof_fold_4,innings_2_powerplay,80,0.19351347347004527,0.1673414305141059,0.5721062670284163
ml_add_mc_gap_features,oof_fold_4,innings_2_middle,140,0.1294945820850083,0.13264352567948304,0.4025214081848813
ml_add_mc_gap_features,oof_fold_4,innings_2_death,63,0.0951382595776591,0.1553837340100785,0.3051989820950519
ml_replace_resource_with_mc,oof_fold_4,overall,579,0.20601544361654373,0.09417264498991003,0.5951539859739929
ml_replace_resource_with_mc,oof_fold_4,innings_1,296,0.26552068898937103,0.1408497619866677,0.7425071501372126
ml_replace_resource_with_mc,oof_fold_4,innings_1_powerplay,75,0.30276053248825635,0.22523138382792748,0.8129682974082809
ml_replace_resource_with_mc,oof_fold_4,innings_1_middle,141,0.2655405741300129,0.20322140435725727,0.7484139351467476
ml_replace_resource_with_mc,oof_fold_4,innings_1_death,80,0.23057328814878458,0.14470467116836663,0.6660391159912806
ml_replace_resource_with_mc,oof_fold_4,innings_2,283,0.14377674174249114,0.08746686129743038,0.441031948545325
ml_replace_resource_with_mc,oof_fold_4,innings_2_powerplay,80,0.19550499447237724,0.15635496972958568,0.5738113175529576
ml_replace_resource_with_mc,oof_fold_4,innings_2_middle,140,0.13634253612850597,0.13523344215501798,0.42285970739474
ml_replace_resource_with_mc,oof_fold_4,innings_2_death,63,0.09461052852926953,0.1381984450589422,0.31280598410836147
ml_clean_swap_resource,oof_fold_4,overall,579,0.21188754604699353,0.11717433890516218,0.602950541189265
ml_clean_swap_resource,oof_fold_4,innings_1,296,0.28605446195684703,0.19838483778722138,0.7839232452053349
ml_clean_swap_resource,oof_fold_4,innings_1_powerplay,75,0.3102472198077401,0.24693067674572328,0.8311983601743506
ml_clean_swap_resource,oof_fold_4,innings_1_middle,141,0.2937155158757607,0.24437802563142713,0.807870534284517
ml_clean_swap_resource,oof_fold_4,innings_1_death,80,0.24987114393954934,0.2312958975662165,0.6973957279198238
ml_clean_swap_resource,oof_fold_4,innings_2,283,0.1343136693356273,0.11001170502953846,0.41366460341980676
ml_clean_swap_resource,oof_fold_4,innings_2_powerplay,80,0.18437740565228924,0.16724778829651632,0.544491305920667
ml_clean_swap_resource,oof_fold_4,innings_2_middle,140,0.12418593095187071,0.13710503355673836,0.3899413384427509
ml_clean_swap_resource,oof_fold_4,innings_2_death,63,0.09324675613551572,0.16463539897019175,0.30025382400264816
