feature,importance
resource_win_prob,0.19739322
dls_pressure_index,0.10588782
score_vs_par,0.0947769
run_rate_diff,0.028841112
required_run_rate,0.026105352
batting_team_venue_wr,0.025066627
expected_final_score,0.024673937
venue_chase_success,0.0242326
score_per_wicket,0.02304751
score_vs_venue_over_par,0.022987222
batting_recent_nrr_l5,0.022710023
projected_score,0.022708949
team_strength_diff,0.020705456
situation_advantage,0.020471526
target_above_par,0.02020821
inn1_death_rr,0.020068398
batting_team_win_rate,0.020037187
bowling_team_situation_wr,0.020004338
inn1_defendability,0.019453105
bowling_team_win_rate,0.019286253
projected_vs_venue_avg,0.018239807
inn1_pp_runs,0.01768209
wickets_times_balls,0.017301084
current_run_rate,0.01698634
batting_team_situation_wr,0.016795779
is_low_target,0.016566893
chase_difficulty,0.016063845
batting_won_toss,0.014760589
inn1_wickets_lost,0.014632226
is_powerplay,0.014052643
pressure_index,0.013401628
rrr_times_wickets,0.01276446
wickets_last_12,0.009774418
runs_last_18,0.008287404
overs_remaining,0.0079894
boundary_pct_last_18,0.0024220103
balls_since_wicket,0.0012579649
set_batter_exposure,0.0010188865
wickets_last_6,0.00077191065
dot_pct_last_12,0.00046307978
runs_last_12,0.000101711645
