feature,in_current_mid,mean,std,corr_all_mid,corr_early_mid,corr_late_mid,abs_corr_late
required_rpb,False,1.602291038770666,0.6250235378285947,-0.5909229115708553,-0.5686521184441835,-0.6467903548624602,0.6467903548624602
death_chase_urgency,False,1.3021071373930304,0.6075878015039633,-0.5592700960375566,-0.5187301329011699,-0.6157986029460535,0.6157986029460535
tight_finish_zone,False,0.17514664626370824,0.3800924868585061,0.3244427145056967,,0.5924751616056425,0.5924751616056425
death_feasibility,False,0.9456284149795731,0.7171730434528437,0.4719252021551762,0.46169184456668483,0.4923472546163793,0.4923472546163793
runs_per_wkt_rem,False,12.545865029521542,9.692320202487897,-0.4624587030278247,-0.4917795968827261,-0.4645019010394913,0.4645019010394913
balls_remaining,False,50.777687452180565,15.544125642408652,0.016334228674515297,0.003058371197714718,0.01603665745695812,0.01603665745695812
chase_completion,False,0.0,0.0,,,,
