phase,over,n,mean_pred,actual_wr,brier,target_above_par,required_run_rate,gap_pp
mid,7,581,0.5064966607318407,0.5524956970740104,0.13312231883567285,6.745905178579159,9.635416057561276,-4.599903634216962
mid,8,571,0.5001052765077286,0.5499124343257443,0.12819818713032893,7.020867008718392,9.693953364720514,-4.98071578180157
mid,9,574,0.5079159863432415,0.5435540069686411,0.12024105702040841,6.946562595169554,9.743010798480721,-3.563802062539956
mid,10,565,0.5171485792878107,0.5398230088495575,0.11252778699856728,8.34782639305944,9.981310431733073,-2.267442956174681
mid,11,565,0.5357618889462376,0.5451327433628319,0.10582520538145869,9.027775687748756,10.107673476980072,-0.9370854416594354
mid,12,562,0.518037593878079,0.5266903914590747,0.0961635749700123,11.288444047029982,10.533364603885317,-0.8652797580995686
mid,13,545,0.5339583293380472,0.5321100917431193,0.08778869138413316,11.8661769282693,10.629643761111575,0.1848237594927915
mid,14,555,0.5332770402263033,0.5261261261261261,0.08088800564433986,11.529692935324727,10.827642367412047,0.7150914100177208
mid,15,532,0.5265896028290906,0.5206766917293233,0.06699335909727903,13.272213547273463,11.265065086254115,0.5912911099767326
