regime_id,rows,recent_powerplay_share,regime_cluster_win_rate,regime_confidence,centroid_distance,pressure_index,wickets_lost,acceleration_potential,resource_win_prob,is_powerplay,is_middle_overs,is_death_overs,centroid_separation,stability_std,stability_flag,regime_label
1,278,0.7473118279569892,0.5503597122302158,0.14655955714797286,6.120119875140282,10.86106213558565,0.6474820143884892,0.7755755395683454,0.4389703936201022,1.0,0.0,0.0,6.2579387772012405,0.06001086803136108,stable,pressure_state
2,2,0.005376344086021506,1.0,0.09190347582388644,9.893775029132515,7.633333333333333,0.0,0.75,0.8040508934153117,1.0,0.0,0.0,7.882127280687695,0.0,unstable,pressure_state
3,26,0.06989247311827956,0.3076923076923077,0.1315085606603093,6.716760342491791,13.776387631975867,2.5384615384615383,0.6178846153846155,0.3412473567506092,1.0,0.0,0.0,5.146767143399329,0.09428090415820632,unstable,pressure_state
4,45,0.12096774193548387,0.9111111111111111,0.15586129132311904,5.545034944314624,7.082148965141612,0.8222222222222222,0.7546666666666667,0.8516449665590515,1.0,0.0,0.0,6.2579387772012405,0.09428090415820632,unstable,pressure_state
5,21,0.056451612903225805,0.0,0.11551231312955183,7.834402980916994,18.652697245564895,3.0,0.5604761904761905,0.08045433832540407,1.0,0.0,0.0,5.146767143399329,0.0,unstable,pressure_state
