season,regime_id,regime_label,stability_flag,rows,actual_win_rate,mean_regime_confidence,mean_cluster_win_rate,mean_resource_win_prob,season_share,cluster_win_rate_gap
2025,1,pressure_state,stable,213,0.5305164319248826,0.14889205213281712,0.5001420858198352,0.43557995426744717,0.7607142857142857,-0.03037434610504741
2025,2,pressure_state,stable,2,1.0,0.09190347582388644,0.622703721149317,0.8040508934153117,0.007142857142857143,-0.37729627885068295
2025,3,pressure_state,stable,21,0.3333333333333333,0.1339818964022679,0.2932673002275465,0.3022184376744667,0.075,-0.040066033105786825
2025,4,pressure_state,stable,30,0.8666666666666667,0.15644322651842554,0.8426938369781312,0.8626545243533498,0.10714285714285714,-0.023972829688535535
2025,5,pressure_state,stable,14,0.0,0.11734402677602905,0.11255156157925751,0.08866190548394084,0.05,0.11255156157925751
2026,1,pressure_state,stable,65,0.6153846153846154,0.13891615050532943,0.5001420858198352,0.45008060257572585,0.7065217391304348,-0.1152425295647802
2026,3,pressure_state,stable,5,0.2,0.1211205505440833,0.2932673002275465,0.5051688168704076,0.05434782608695652,0.09326730022754648
2026,4,pressure_state,stable,15,1.0,0.15469742093250602,0.8426938369781312,0.8296258509704552,0.16304347826086957,-0.15730616302186884
2026,5,pressure_state,stable,7,0.0,0.11184888583659744,0.11255156157925751,0.0640392040083305,0.07608695652173914,0.11255156157925751
