Label,N,Actual,Raw,Phase,Resource,Raw_Brier,Phase_Brier,Resource_Brier
Low Target (<=130),67560,0.5021018354055654,0.5004400659707701,0.5025646427554059,0.5324009096944792,0.11075270161686239,0.10947355698118846,0.15021231362404927
