actual,raw_prob,phase_prob,resource_prob,rrr,overs_remaining
1,0.9563292794458265,0.9550381372942593,0.999,5.478260869565217,7.666666666666667
1,0.9575605545201422,0.9550381372942593,0.999,5.466666666666667,7.5
1,0.9474983612370662,0.9550381372942593,0.9923073616179673,5.921052631578947,12.666666666666666
1,0.9568547929739339,0.9550381372942593,0.9955012223023725,5.918918918918919,12.333333333333334
1,0.9695237663635906,0.9695273631840796,0.999,5.835616438356165,12.166666666666666
1,0.9719620501513627,0.9695273631840796,0.999,5.583333333333334,12.0
1,0.9716277802264226,0.9695273631840796,0.999,5.661971830985915,11.833333333333334
1,0.9719045489830258,0.9695273631840796,0.999,5.657142857142857,11.666666666666666
1,0.9725611776377291,0.9695273631840796,0.999,5.6521739130434785,11.5
1,0.9740700399633146,0.9695273631840796,0.999,5.382352941176471,11.333333333333334
1,0.9738505316718304,0.9695273631840796,0.999,5.462686567164178,11.166666666666666
1,0.9738311724880443,0.9695273631840796,0.999,5.545454545454545,11.0
1,0.9764848154848507,0.9695273631840796,0.999,5.2615384615384615,10.833333333333334
1,0.976393329460433,0.9695273631840796,0.999,5.34375,10.666666666666666
1,0.9752800861280579,0.9695273631840796,0.999,5.428571428571429,10.5
1,0.9755542282482367,0.9695273631840796,0.999,5.419354838709677,10.333333333333334
1,0.9758255737711894,0.9695273631840796,0.999,5.409836065573771,10.166666666666666
1,0.9761706998294503,0.9695273631840796,0.999,5.5,10.0
1,0.9795194823850434,0.9695273631840796,0.999,4.983050847457627,9.833333333333334
1,0.9814032695185511,0.9836065573770492,0.999,4.655172413793103,9.666666666666666
1,0.9824606143131877,0.99,0.999,4.315789473684211,9.5
1,0.9738029172007325,0.9695273631840796,0.999,4.392857142857142,9.333333333333334
1,0.9743201555238648,0.9695273631840796,0.999,4.363636363636363,9.166666666666666
1,0.9746386030897904,0.9695273631840796,0.999,4.444444444444445,9.0
1,0.974869700192029,0.9695273631840796,0.999,4.415094339622641,8.833333333333334
1,0.9750981465382023,0.9695273631840796,0.999,4.384615384615384,8.666666666666666
1,0.9753292333861108,0.9695273631840796,0.999,4.352941176470588,8.5
1,0.9755779106402249,0.9695273631840796,0.999,4.4399999999999995,8.333333333333334
1,0.9770695654742908,0.9695273631840796,0.999,4.040816326530612,8.166666666666666
1,0.9773854038500471,0.9695273631840796,0.999,4.0,8.0
1,0.9793608897013276,0.9695273631840796,0.999,3.574468085106383,7.833333333333333
1,0.9796606551972196,0.9809523809523809,0.999,3.521739130434783,7.666666666666667
1,0.9799877442803819,0.9809523809523809,0.999,3.4666666666666663,7.5
1,0.9824721020942873,0.99,0.999,2.727272727272727,7.333333333333333
1,0.9823955772718205,0.99,0.999,2.7906976744186047,7.166666666666667
1,0.9835814483992213,0.99,0.999,2.2857142857142856,7.0
1,0.9850130283640945,0.99,0.999,1.7560975609756095,6.833333333333333
1,0.985543134159826,0.99,0.999,1.6097560975609757,6.833333333333333
1,0.9859566124611401,0.99,0.999,1.5,6.666666666666667
1,0.9862817606676677,0.99,0.999,0.9230769230769231,6.5
1,0.9862753349856599,0.99,0.999,0.9473684210526315,6.333333333333333
1,0.9864524123036356,0.99,0.999,0.8108108108108109,6.166666666666667
1,0.9867516739525465,0.99,0.999,0.6666666666666666,6.0
1,0.9867564053216175,0.99,0.999,0.6857142857142857,5.833333333333333
1,0.9869968234129556,0.99,0.999,0.5294117647058824,5.666666666666667
1,0.9872137489752695,0.99,0.999,0.36363636363636365,5.5
1,0.8449887925436832,0.8441660140955364,0.9368528686066978,5.647058823529411,19.833333333333332
1,0.8440524771588,0.8441660140955364,0.9348418099875133,5.694915254237288,19.666666666666668
1,0.8462885416521722,0.8441660140955364,0.9302781406174658,5.692307692307692,19.5
1,0.8480023627477619,0.8441660140955364,0.9288319633227654,5.689655172413794,19.333333333333332
1,0.7290905456679813,0.7482678983833718,0.7821777997334981,5.739130434782609,19.166666666666668
1,0.7171503441040659,0.6606217616580311,0.7588862760098104,5.7894736842105265,19.0
1,0.714375374136522,0.6606217616580311,0.7413973079327639,5.840707964601769,18.833333333333332
1,0.7019216003833165,0.6408554572271388,0.72750280724946,5.892857142857142,18.666666666666668
1,0.7148788289840602,0.6606217616580311,0.7495408918453081,5.891891891891891,18.5
1,0.7104462919974031,0.6606217616580311,0.7361654031469989,5.945454545454545,18.333333333333332
1,0.7175733083694542,0.6606217616580311,0.7524086759947357,5.944954128440367,18.166666666666668
1,0.8188169844351636,0.8384458077709611,0.8921340660295479,5.666666666666666,18.0
1,0.8040312337637432,0.8038740920096852,0.8723949955052713,5.719626168224299,17.833333333333332
