feature,importance
resource_win_prob,0.3155788
dls_pressure_index,0.117744185
score_vs_par,0.106889084
is_powerplay,0.035357904
score_per_wicket,0.031073224
rrr_times_wickets,0.029978648
overs_remaining,0.028117985
required_run_rate,0.026577467
team_strength_diff,0.02594294
run_rate_diff,0.025476744
chase_difficulty,0.025315708
situation_advantage,0.02507223
bowling_team_situation_wr,0.023677235
batting_team_win_rate,0.02352761
projected_score,0.023186874
batting_team_situation_wr,0.021777507
bowling_team_win_rate,0.021421442
projected_vs_venue_avg,0.020929705
expected_final_score,0.018230734
wickets_times_balls,0.01706585
pressure_index,0.014932117
runs_last_18,0.010212003
wickets_last_12,0.0059791924
runs_last_12,0.0036613077
boundary_pct_last_18,0.0022735102
