segment,feature,n,winner_mean,loser_mean,winner_minus_loser,corr_with_target,auc_raw,auc_abs
innings_1,expected_final_score,144340,175.91889547700677,160.25330320522366,15.665592271783112,0.31793638172136934,0.6781094585048185,0.6781094585048185
innings_1,resource_win_prob,144340,0.47843024959927344,0.3803484570145593,0.09808179258471411,0.31096958642013817,0.6748003913428604,0.6748003913428604
innings_1,score_vs_par,144340,-8.833616736128848,-23.63818805547684,14.80457131934799,0.2989927443036816,0.662194273725312,0.662194273725312
innings_1,projected_score,144340,162.54489504632093,142.00619069771983,20.5387043486011,0.21924120300535013,0.6461368952348979,0.6461368952348979
innings_1,projected_vs_venue_avg,144340,-2.8534791506427117,-22.596082348532526,19.742603197889814,0.21642378086494068,0.6442573857116922,0.6442573857116922
innings_1,score_per_wicket,144340,29.900878189469825,21.649632641114653,8.251245548355172,0.22242368745045166,0.6375052528868627,0.6375052528868627
innings_1,runs_last_18,144340,24.150548174511016,20.690320265542297,3.4602279089687187,0.17357565390088614,0.6010376063536018,0.6010376063536018
innings_1,dls_pressure_index,144340,0.0923191605339486,0.16128042885764696,-0.06896126832369835,-0.20065405738153405,0.4027871536281865,0.5972128463718135
innings_1,wickets_times_balls,144340,76.51757626939724,104.35771315792846,-27.84013688853122,-0.17794516145711575,0.40582805670873645,0.5941719432912635
innings_1,runs_last_12,144340,16.646408589826727,14.243524843327481,2.4028837464992456,0.1652368717307069,0.5933879232724231,0.5933879232724231
innings_1,pressure_index,144340,1.0572831053671337,1.356553332735265,-0.29927022736813136,-0.14575881946757566,0.4239173196580427,0.5760826803419573
innings_1,team_strength_diff,144340,0.04485624257796295,-0.013812218167970519,0.05866846074593347,0.07593296775956981,0.5470861451513511,0.5470861451513511
innings_1,bowling_team_win_rate,144340,0.3435468761557193,0.3890123014906749,-0.04546542533495557,-0.08328622710222584,0.4536147456730485,0.5463852543269515
innings_1,situation_advantage,144340,-0.03777219920657661,-0.10068363369988408,0.06291143449330747,0.07887966370231646,0.546228759898746,0.546228759898746
innings_1,boundary_pct_last_18,144340,0.3290824645414507,0.3018531552816355,0.027229309259815204,0.0648429868861005,0.5399873267363938,0.5399873267363938
innings_1,wickets_last_12,144340,0.46759964410128035,0.5717105178843763,-0.10411087378309597,-0.07407751905825559,0.4613054703218144,0.5386945296781855
innings_1,bowling_team_situation_wr,144340,0.39040950135640307,0.43443860005651136,-0.04402909870010829,-0.07261899020451655,0.4655900315728788,0.5344099684271212
innings_1,venue_chase_success,144340,0.6751410106620727,0.6535911650838161,0.021549845578256566,0.05462495385314708,0.521866971523518,0.521866971523518
innings_1,batting_team_situation_wr,144340,0.3526373021498265,0.33375496635662727,0.018882335793199256,0.03627352301332477,0.5179623628664547,0.5179623628664547
innings_1,batting_won_toss,144340,0.2615704785028125,0.23087570006023403,0.03069477844257848,0.03556769999747057,0.5153473892212893,0.5153473892212893
innings_1,batting_team_win_rate,144340,0.3884031187336823,0.3752000833227044,0.013203035410977892,0.023765503594036112,0.5140820806679242,0.5140820806679242
innings_1,overs_remaining,144340,9.895723685864084,9.972552939718993,-0.07682925385490869,-0.006623444744293343,0.49617326743550483,0.5038267325644952
innings_1,is_powerplay,144340,0.3016241649198474,0.30436119904138204,-0.0027370341215346428,-0.002967799710301941,0.4986314829392327,0.5013685170607673
innings_1_death,expected_final_score,37227,178.80222238851508,154.71831190626293,24.08391048225215,0.39989625703210346,0.7294155526977711,0.7294155526977711
innings_1_death,resource_win_prob,37227,0.5286107101867028,0.37276789688754786,0.15584281329915495,0.4008910123910238,0.7291880636740716,0.7291880636740716
innings_1_death,projected_score,37227,175.9182909619861,151.49042484458525,24.42786611740084,0.3900761858494741,0.7231554395890243,0.7231554395890243
