phase,feature,corr,abs_corr,mean,std
late_mid,mid_wickets_vs_venue,0.2186140603084233,0.2186140603084233,-0.001652412780538434,0.9231907589872959
late_mid,late_mid_wickets_vs_venue,0.21569400854206197,0.21569400854206197,-0.03964448977816817,0.9086090364773607
late_mid,death_accel_vs_mid_vs_venue,-0.2143762398215726,0.2143762398215726,-0.284921028991905,2.8142588538231768
late_mid,death_accel_vs_mid,-0.2116282140203226,0.2116282140203226,2.235089972089859,2.641153502650144
late_mid,pp_avg_boundary18,-0.21095150702665186,0.21095150702665186,0.22878470147967078,0.08297821018495118
late_mid,avg_pair_strength,-0.20761581632832807,0.20761581632832807,45.866528155692805,9.871159904960088
late_mid,max_set_batter_exposure_vs_venue,-0.20672335260568137,0.20672335260568137,-1.962939920952792,9.967504597593978
late_mid,late_mid_wickets,0.2057428738432853,0.2057428738432853,1.396039603960396,0.8989844198372026
late_mid,death_avg_dot12_vs_venue,0.20269727888098998,0.20269727888098998,-0.0024718917497860604,0.08031485987833979
late_mid,avg_balls_since_wicket_vs_venue,-0.19841102396575816,0.19841102396575816,-0.799592555852374,5.492217004441697
late_mid,max_boundary18,-0.17111174959551845,0.17111174959551845,0.5393427903599298,0.2235164742780153
late_mid,death_max_set_batter_exposure,-0.1704309324089342,0.1704309324089342,36.1013672795851,12.225923703091544
late_mid,death_max_set_batter_exposure_vs_venue,-0.16585696662370508,0.16585696662370508,-1.499617301871023,12.564948728034322
late_mid,max_dot12_vs_venue,0.15936040886018496,0.15936040886018496,-0.06491525717799182,0.19430794622700712
late_mid,avg_pair_strength_vs_venue,-0.15159831488483444,0.15159831488483444,2.939698471518116,9.843233356957496
late_mid,death_accel_vs_pp_vs_venue,-0.14767864320927632,0.14767864320927632,-1.2066612582010727,3.1999473994302225
late_mid,death_accel_vs_pp,-0.14300400999621052,0.14300400999621052,1.4118307000085337,3.2393552750168197
late_mid,death_wickets,0.13919994559387025,0.13919994559387025,2.555869872701556,1.4441863642747124
late_mid,max_wickets_last6,0.1361647811980012,0.1361647811980012,1.743045733144743,0.6648023981363712
late_mid,max_wickets_last6_vs_venue,0.1264221871981826,0.1264221871981826,-0.08419760619010518,0.6558035275726917
late_mid,death_wickets_vs_venue,0.12406165249395254,0.12406165249395254,-0.013486381474740494,1.5534300917402077
late_mid,max_dot12,0.12377675201218358,0.12377675201218358,0.802092079956295,0.1926881110320069
late_mid,max_balls_since_wicket_vs_venue,-0.11104296342544227,0.11104296342544227,-2.470016451184822,14.548499865178847
late_mid,mid_max_balls_since_wicket_vs_venue,-0.10383303962266516,0.10383303962266516,-0.8580998441183504,14.787581397893947
late_mid,max_balls_since_wicket,-0.10096833309901057,0.10096833309901057,45.5007072135785,13.875189084878176
late_mid,mid_max_balls_since_wicket,-0.100270772157976,0.100270772157976,43.39415370108439,13.87461519959174
