method,bin,bin_low,bin_high,n_samples,mean_predicted,mean_actual,calibration_error,brier
raw,0.0-0.1,0.0,0.1,16597,0.049297932531464986,0.07790564559860216,0.028607713067137178,0.07113033552758032
raw,0.1-0.2,0.1,0.2,14294,0.14721547038769933,0.19532671050790543,0.048111240120206095,0.15861929331609123
raw,0.2-0.3,0.2,0.30000000000000004,13282,0.25113500769892255,0.32698388796867944,0.07584888026975689,0.2248614958959319
raw,0.3-0.4,0.30000000000000004,0.4,14809,0.3499073739274208,0.39226146262407996,0.04235408869665919,0.24091019892818097
raw,0.4-0.5,0.4,0.5,15376,0.449491811814673,0.4083636836628512,0.04112812815182182,0.2428821073924005
raw,0.5-0.6,0.5,0.6000000000000001,13834,0.548920468568346,0.5136619921931473,0.03525847637519863,0.24979952104528197
raw,0.6-0.7,0.6000000000000001,0.7000000000000001,12764,0.6498293808019767,0.6356157944218114,0.014213586380165344,0.23064489081347977
raw,0.7-0.8,0.7000000000000001,0.8,13031,0.7500273708514458,0.7415394060317704,0.008487964819675398,0.19149640456525283
raw,0.8-0.9,0.8,0.9,11999,0.8499676914078551,0.8054837903158597,0.044483901091995404,0.15846575107643915
raw,0.9-1.0,0.9,1.0,17383,0.952985516563986,0.9048495656676063,0.048135950896379676,0.08475438333211772
combined,0.0-0.1,0.0,0.1,7263,0.02932672449401074,0.02932672449401074,0.0,0.0279553298062422
combined,0.1-0.2,0.1,0.2,16296,0.13530927835051546,0.13530927835051546,0.0,0.1162768212404891
combined,0.2-0.3,0.2,0.30000000000000004,9924,0.23821039903264812,0.23821039903264812,0.0,0.18084688090971765
combined,0.3-0.4,0.30000000000000004,0.4,32825,0.3739832444782941,0.373983244478294,1.1102230246251565e-16,0.23341268719548064
combined,0.4-0.5,0.4,0.5,15088,0.45062301166489926,0.45062301166489926,0.0,0.2468264007628516
combined,0.5-0.6,0.5,0.6000000000000001,9348,0.5653615746683782,0.5653615746683782,0.0,0.24494774941453892
combined,0.6-0.7,0.6000000000000001,0.7000000000000001,10900,0.6472477064220182,0.6472477064220183,1.1102230246251565e-16,0.22661133987329826
combined,0.7-0.8,0.7000000000000001,0.8,20977,0.7633598703341753,0.7633598703341755,2.220446049250313e-16,0.17970596012765236
combined,0.8-0.9,0.8,0.9,11596,0.8272680234563643,0.8272680234563643,0.0,0.14227210979214563
combined,0.9-1.0,0.9,1.0,9152,0.9821896853146853,0.9821896853146853,0.0,0.016951212652849
innings_specific,0.0-0.1,0.0,0.1,9333,0.03182256509161041,0.03182256509161042,6.938893903907228e-18,0.02985113257508995
innings_specific,0.1-0.2,0.1,0.2,14569,0.14935822637106183,0.14935822637106183,0.0,0.1265137952816128
innings_specific,0.2-0.3,0.2,0.30000000000000004,9726,0.24162039893070122,0.24162039893070122,0.0,0.182449649363392
innings_specific,0.3-0.4,0.30000000000000004,0.4,24658,0.3568415929921323,0.35684159299213236,5.551115123125783e-17,0.22865902949845027
innings_specific,0.4-0.5,0.4,0.5,18779,0.428670323233399,0.428670323233399,0.0,0.24436860200561314
innings_specific,0.5-0.6,0.5,0.6000000000000001,14115,0.5439603258944383,0.5439603258944385,2.220446049250313e-16,0.2468451088195586
innings_specific,0.6-0.7,0.6000000000000001,0.7000000000000001,10860,0.6550644567219154,0.6550644567219153,1.1102230246251565e-16,0.22462450681468105
innings_specific,0.7-0.8,0.7000000000000001,0.8,20776,0.743694647670389,0.743694647670389,0.0,0.1904646211189391
innings_specific,0.8-0.9,0.8,0.9,10501,0.8559184839539091,0.8559184839539091,0.0,0.12227290317662011
innings_specific,0.9-1.0,0.9,1.0,10052,0.9837843215280542,0.9837843215280542,0.0,0.01545617277286227
innings_phase,0.0-0.1,0.0,0.1,9323,0.021881368658157246,0.021881368658157246,0.0,0.020406370098110294
innings_phase,0.1-0.2,0.1,0.2,14290,0.14387683694891532,0.14387683694891532,0.0,0.12225431900488998
innings_phase,0.2-0.3,0.2,0.30000000000000004,10380,0.23843930635838154,0.2384393063583815,2.7755575615628914e-17,0.18104477429286964
innings_phase,0.3-0.4,0.30000000000000004,0.4,23390,0.3514749893116716,0.35147498931167165,5.551115123125783e-17,0.22710162684139926
innings_phase,0.4-0.5,0.4,0.5,21513,0.4369915864825919,0.4369915864825919,0.0,0.24513227523078182
innings_phase,0.5-0.6,0.5,0.6000000000000001,11564,0.5479072985126254,0.5479072985126254,0.0,0.24723536093867113
innings_phase,0.6-0.7,0.6000000000000001,0.7000000000000001,7197,0.6270668334028068,0.6270668334028068,0.0,0.23321268928068176
innings_phase,0.7-0.8,0.7000000000000001,0.8,25975,0.7428681424446585,0.7428681424446584,1.1102230246251565e-16,0.1901853476985433
innings_phase,0.8-0.9,0.8,0.9,8215,0.8510042604990871,0.8510042604990871,0.0,0.12600991520477528
innings_phase,0.9-1.0,0.9,1.0,11522,0.9806457212289533,0.9806457212289533,0.0,0.018314337219817046
brier_optimized,0.0-0.1,0.0,0.1,12497,0.02240537729054973,0.02240537729054973,0.0,0.020582847892413315
brier_optimized,0.1-0.2,0.1,0.2,12930,0.1494199535962877,0.1494199535962877,0.0,0.12632042444465907
brier_optimized,0.2-0.3,0.2,0.30000000000000004,11846,0.2546851257808543,0.2546851257808543,0.0,0.18877433496028218
brier_optimized,0.3-0.4,0.30000000000000004,0.4,21208,0.35095247076574876,0.35095247076574876,0.0,0.22716730393271078
brier_optimized,0.4-0.5,0.4,0.5,18550,0.4480862533692722,0.4480862533692722,0.0,0.24644487404776008
brier_optimized,0.5-0.6,0.5,0.6000000000000001,14237,0.5435133806279413,0.5435133806279413,0.0,0.24707079367996837
brier_optimized,0.6-0.7,0.6000000000000001,0.7000000000000001,10167,0.6556506344054294,0.6556506344054294,0.0,0.2247779677403992
brier_optimized,0.7-0.8,0.7000000000000001,0.8,20348,0.7533909966581482,0.7533909966581482,0.0,0.18510609389385954
brier_optimized,0.8-0.9,0.8,0.9,8049,0.8465647906572245,0.8465647906572245,0.0,0.12886741552797723
brier_optimized,0.9-1.0,0.9,1.0,13537,0.9795375637142646,0.9795375637142646,0.0,0.018977544024473856
ece_optimized,0.0-0.1,0.0,0.1,11197,0.06404904081571156,0.04751272662320264,0.016536314192508915,0.04468239475803086
ece_optimized,0.1-0.2,0.1,0.2,13721,0.14862206678935858,0.1534144741636907,0.004792407374332119,0.12909019400208843
ece_optimized,0.2-0.3,0.2,0.30000000000000004,10046,0.24609127094690758,0.24487358152498506,0.0012176894219225187,0.1843356304288036
ece_optimized,0.3-0.4,0.30000000000000004,0.4,20247,0.34641905997021627,0.35447226749641925,0.008053207526202977,0.2280475124839764
ece_optimized,0.4-0.5,0.4,0.5,23174,0.4379837646594637,0.4281953913868991,0.009788373272564599,0.2442238531934256
ece_optimized,0.5-0.6,0.5,0.6000000000000001,13087,0.5436456964758012,0.5520745778253229,0.008428881349521689,0.2469263644215721
ece_optimized,0.6-0.7,0.6000000000000001,0.7000000000000001,19094,0.6756417880475905,0.6900597046192521,0.014417916571661693,0.21228944130711
ece_optimized,0.7-0.8,0.7000000000000001,0.8,13763,0.7567645827186695,0.7618251834629078,0.005060600744238308,0.18093630413576703
ece_optimized,0.8-0.9,0.8,0.9,5824,0.8477598168041776,0.8458104395604396,0.0019493772437380041,0.13072466410929365
ece_optimized,0.9-1.0,0.9,1.0,13216,0.9596540670686489,0.9672366828087167,0.0075826157400678,0.030710212272532754
logloss_optimized,0.0-0.1,0.0,0.1,6435,0.08710914058193667,0.07241647241647242,0.014692668165464245,0.06657753884156835
logloss_optimized,0.1-0.2,0.1,0.2,20115,0.15078083126596423,0.13467561521252797,0.01610521605343626,0.11581163083443143
logloss_optimized,0.2-0.3,0.2,0.30000000000000004,16806,0.2489143679810078,0.2929905985957396,0.044076230614731815,0.20691790198513726
logloss_optimized,0.3-0.4,0.30000000000000004,0.4,15932,0.34979140791808994,0.3936731107205624,0.043881702802472444,0.2412594338060975
logloss_optimized,0.4-0.5,0.4,0.5,15603,0.4486199269275062,0.4192783439082228,0.029341583019283413,0.24349691952849895
logloss_optimized,0.5-0.6,0.5,0.6000000000000001,14016,0.548862413210295,0.5099885844748858,0.03887382873540923,0.24989930668371355
logloss_optimized,0.6-0.7,0.6000000000000001,0.7000000000000001,14379,0.6517177854339861,0.6565825161694138,0.0048647307354277025,0.2237638618386349
logloss_optimized,0.7-0.8,0.7000000000000001,0.8,14844,0.7474238161610499,0.7417811910536244,0.005642625107425525,0.19176220395261695
logloss_optimized,0.8-0.9,0.8,0.9,14133,0.8498960695096549,0.8122125521828345,0.037683517326820404,0.15113234684666454
logloss_optimized,0.9-1.0,0.9,1.0,11106,0.9252019443775442,0.9724473257698542,0.04724538139230994,0.028997978753327845
