feature,importance
resource_win_prob,0.24458982
score_vs_par,0.097212486
dls_pressure_index,0.09096073
expected_final_score,0.03096006
score_vs_venue_over_par,0.0280836
venue_chase_success,0.027561143
run_rate_diff,0.027443763
bowling_team_win_rate,0.02662682
inn1_death_rr,0.025493464
team_strength_diff,0.02544534
inn1_pp_runs,0.025417753
target_above_par,0.02512025
inn1_defendability,0.024569612
situation_advantage,0.02443158
batting_team_win_rate,0.0233258
batting_won_toss,0.022664089
bowling_team_situation_wr,0.022079723
batting_team_situation_wr,0.020823564
projected_score,0.02050219
current_run_rate,0.0181571
score_per_wicket,0.017659215
inn1_wickets_lost,0.017430933
projected_vs_venue_avg,0.016296323
pressure_index,0.016295308
chase_difficulty,0.015510197
balls_since_wicket,0.014762444
wickets_times_balls,0.012263783
rrr_times_wickets,0.010548226
required_run_rate,0.007302618
overs_remaining,0.0067659006
boundary_pct_last_18,0.0036924633
runs_last_18,0.0035066842
wickets_last_12,0.0034348632
set_batter_exposure,0.0010900451
runs_last_12,0.0009982599
dot_pct_last_12,0.0005269825
wickets_last_6,0.00044685102
is_powerplay,0.0
