segment,variant,fold,feature,importance
innings_1_death,baseline,1,projected_vs_venue_avg,0.04507394880056381
innings_1_death,baseline,1,projected_score,0.12800881266593933
innings_1_death,baseline,1,is_powerplay,0.0
innings_1_death,baseline,1,score_per_wicket,0.04861617460846901
innings_1_death,baseline,1,run_rate_diff,0.0
innings_1_death,baseline,1,required_run_rate,0.0
innings_1_death,baseline,1,chase_difficulty,0.0
innings_1_death,baseline,1,wickets_times_balls,0.02709619142115116
innings_1_death,baseline,1,pressure_index,0.04153604060411453
innings_1_death,baseline,1,team_strength_diff,0.0454743392765522
innings_1_death,baseline,1,rrr_times_wickets,0.0
innings_1_death,baseline,1,overs_remaining,0.025604473426938057
innings_1_death,baseline,1,batting_team_win_rate,0.059535931795835495
innings_1_death,baseline,1,bowling_team_win_rate,0.06249302998185158
innings_1_death,baseline,1,batting_team_situation_wr,0.056372035294771194
innings_1_death,baseline,1,situation_advantage,0.04516003280878067
innings_1_death,baseline,1,boundary_pct_last_18,0.0220122579485178
innings_1_death,baseline,1,bowling_team_situation_wr,0.03788074478507042
innings_1_death,baseline,1,runs_last_12,0.023349063470959663
innings_1_death,baseline,1,runs_last_18,0.03406651318073273
innings_1_death,baseline,1,wickets_last_12,0.019155550748109818
innings_1_death,baseline,1,inn1_defendability,0.0
innings_1_death,baseline,1,target_above_par,0.0
innings_1_death,baseline,1,inn1_wickets_lost,0.0
innings_1_death,baseline,1,inn1_death_rr,0.0
innings_1_death,baseline,1,inn1_pp_runs,0.0
innings_1_death,baseline,1,venue_chase_success,0.06189417466521263
innings_1_death,baseline,1,batting_won_toss,0.0382009893655777
innings_1_death,baseline,2,expected_final_score,0.10378295183181763
innings_1_death,baseline,2,resource_win_prob,0.06941818445920944
innings_1_death,baseline,2,score_vs_par,0.035481907427310944
innings_1_death,baseline,2,dls_pressure_index,0.023760613054037094
innings_1_death,baseline,2,projected_vs_venue_avg,0.06272651255130768
innings_1_death,baseline,2,projected_score,0.1592157930135727
innings_1_death,baseline,2,is_powerplay,0.0
innings_1_death,baseline,2,score_per_wicket,0.047355640679597855
innings_1_death,baseline,2,run_rate_diff,0.0
innings_1_death,baseline,2,required_run_rate,0.0
innings_1_death,baseline,2,chase_difficulty,0.0
innings_1_death,baseline,2,wickets_times_balls,0.02240503951907158
innings_1_death,baseline,2,pressure_index,0.023902686312794685
innings_1_death,baseline,2,team_strength_diff,0.05089064687490463
innings_1_death,baseline,2,rrr_times_wickets,0.0
innings_1_death,baseline,2,overs_remaining,0.00944371148943901
innings_1_death,baseline,2,batting_team_win_rate,0.043550554662942886
innings_1_death,baseline,2,bowling_team_win_rate,0.0439930260181427
innings_1_death,baseline,2,batting_team_situation_wr,0.04724671319127083
innings_1_death,baseline,2,situation_advantage,0.04121967405080795
innings_1_death,baseline,2,boundary_pct_last_18,0.018809085711836815
innings_1_death,baseline,2,bowling_team_situation_wr,0.040423884987831116
innings_1_death,baseline,2,runs_last_12,0.022608164697885513
innings_1_death,baseline,2,runs_last_18,0.025604309514164925
innings_1_death,baseline,2,wickets_last_12,0.020212508738040924
innings_1_death,baseline,2,inn1_defendability,0.0
innings_1_death,baseline,2,target_above_par,0.0
innings_1_death,baseline,2,inn1_wickets_lost,0.0
innings_1_death,baseline,2,inn1_death_rr,0.0
