row_key,match_id,season,date,innings,over,ball,phase_label,batting_team,bowling_team,winner,is_winner,overs_remaining,resource_win_prob,regime_id,regime_label,stability_flag,regime_confidence,regime_cluster_win_rate,regime_cluster_size,method,split,predicted_prob,predicted_label,prediction_error,correct,confidence_strength,wrong_direction
1426280:2:1:6,1426280,2024,2024-04-26,2,1,6,powerplay,Punjab Kings,Kolkata Knight Riders,Punjab Kings,1,18.0,0.06268473049381154,3,pressure_state,stable,0.10967325838737928,0.5326319319277361,47714,regime_cluster_features,holdout,0.0550469392473317,0,0.9449530607526683,False,0.9449530607526683,false_negative
1426307:2:1:3,1426307,2024,2024-05-19,2,1,3,powerplay,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,18.5,0.23150921244011383,3,pressure_state,stable,0.16527593298039855,0.5326319319277361,47714,regime_cluster_features,holdout,0.05517578088599524,0,0.9448242191140047,False,0.9448242191140047,false_negative
1473468:2:1:4,1473468,2025,2025-04-15,2,1,4,powerplay,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,18.333333333333332,0.9580364911513369,3,pressure_state,stable,0.1115238086278867,0.5326319319277361,47714,regime_cluster_features,holdout,0.9446786531937376,1,0.9446786531937376,False,0.9446786531937376,false_positive
1359489:2:1:1,1359489,2023,2023-04-10,2,1,1,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,18.833333333333332,0.2094101901955961,3,pressure_state,stable,0.10826612712571632,0.5326319319277361,47714,regime_cluster_features,holdout,0.055370019695993096,0,0.9446299803040069,False,0.9446299803040069,false_negative
1426277:2:3:6,1426277,2024,2024-04-23,2,3,6,powerplay,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,1,16.0,0.1855094005164783,3,pressure_state,stable,0.1430843977531112,0.5326319319277361,47714,regime_cluster_features,holdout,0.05562760083139616,0,0.9443723991686038,False,0.9443723991686038,false_negative
1473468:2:1:5,1473468,2025,2025-04-15,2,1,5,powerplay,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,18.166666666666668,0.9597812648143391,3,pressure_state,stable,0.10884368602301428,0.5326319319277361,47714,regime_cluster_features,holdout,0.944298682948745,1,0.944298682948745,False,0.944298682948745,false_positive
1359487:2:3:6,1359487,2023,2023-04-09,2,3,6,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,16.0,0.2066092436877129,0,pressure_state,stable,0.1404158478830813,0.12566037735849056,23850,regime_cluster_features,holdout,0.05647248227211189,0,0.9435275177278881,False,0.9435275177278881,false_negative
1426280:2:1:5,1426280,2024,2024-04-26,2,1,5,powerplay,Punjab Kings,Kolkata Knight Riders,Punjab Kings,1,18.166666666666668,0.06561683122473112,3,pressure_state,stable,0.11018015012689664,0.5326319319277361,47714,regime_cluster_features,holdout,0.05729431261298038,0,0.9427056873870197,False,0.9427056873870197,false_negative
1359489:2:1:5,1359489,2023,2023-04-10,2,1,5,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,18.166666666666668,0.20114806039712085,3,pressure_state,stable,0.1206768439595479,0.5326319319277361,47714,regime_cluster_features,holdout,0.05762071820634077,0,0.9423792817936593,False,0.9423792817936593,false_negative
1359489:2:2:5,1359489,2023,2023-04-10,2,2,5,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,17.166666666666668,0.16905217653701482,3,pressure_state,stable,0.12111072951390026,0.5326319319277361,47714,regime_cluster_features,holdout,0.057797447303865594,0,0.9422025526961344,False,0.9422025526961344,false_negative
1359497:2:2:6,1359497,2023,2023-04-16,2,2,6,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,17.0,0.19663210226376424,4,pressure_state,stable,0.13101928472586066,0.3551443585529653,49287,regime_cluster_features,holdout,0.0582958334796999,0,0.9417041665203001,False,0.9417041665203001,false_negative
1359504:2:4:3,1359504,2023,2023-04-22,2,4,3,powerplay,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,0,15.5,0.9470908343364601,3,pressure_state,stable,0.16286391227714916,0.5326319319277361,47714,regime_cluster_features,holdout,0.9414754436971791,1,0.9414754436971791,False,0.9414754436971791,false_positive
1426277:2:4:3,1426277,2024,2024-04-23,2,4,3,powerplay,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,1,15.5,0.17377426775201937,3,pressure_state,stable,0.1425454605957263,0.5326319319277361,47714,regime_cluster_features,holdout,0.05964077173636911,0,0.9403592282636309,False,0.9403592282636309,false_negative
1473441:2:4:2,1473441,2025,2025-03-24,2,4,2,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,15.666666666666666,0.2205574574534057,0,pressure_state,stable,0.1211407132413004,0.12566037735849056,23850,regime_cluster_features,holdout,0.059644005972902474,0,0.9403559940270976,False,0.9403559940270976,false_negative
1359516:2:2:3,1359516,2023,2023-04-30,2,2,3,powerplay,Mumbai Indians,Rajasthan Royals,Mumbai Indians,1,17.5,0.2424792749144707,3,pressure_state,stable,0.14095959905985425,0.5326319319277361,47714,regime_cluster_features,holdout,0.059695988291663934,0,0.9403040117083361,False,0.9403040117083361,false_negative
1473441:2:4:1,1473441,2025,2025-03-24,2,4,1,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,15.833333333333334,0.22842173666589055,0,pressure_state,stable,0.12147875350943853,0.12566037735849056,23850,regime_cluster_features,holdout,0.059781682267957756,0,0.9402183177320422,False,0.9402183177320422,false_negative
1426307:2:1:2,1426307,2024,2024-05-19,2,1,2,powerplay,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,18.666666666666668,0.2501799740665809,3,pressure_state,stable,0.1566091365625907,0.5326319319277361,47714,regime_cluster_features,holdout,0.05997090471146118,0,0.9400290952885388,False,0.9400290952885388,false_negative
1473468:2:1:6,1473468,2025,2025-04-15,2,1,6,powerplay,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,18.0,0.9555864098195477,3,pressure_state,stable,0.11629790290091736,0.5326319319277361,47714,regime_cluster_features,holdout,0.9397773607813315,1,0.9397773607813315,False,0.9397773607813315,false_positive
1527675:2:1:4,1527675,2026,2026-03-29,2,1,4,powerplay,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,18.333333333333332,0.19953186389430597,3,pressure_state,stable,0.13408945006898723,0.5326319319277361,47714,regime_cluster_features,holdout,0.060283167787108016,0,0.9397168322128919,False,0.9397168322128919,false_negative
1426277:2:3:5,1426277,2024,2024-04-23,2,3,5,powerplay,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,1,16.166666666666668,0.20039443011486535,3,pressure_state,stable,0.14328294393817892,0.5326319319277361,47714,regime_cluster_features,holdout,0.06058427077571867,0,0.9394157292242813,False,0.9394157292242813,false_negative
1473464:2:1:2,1473464,2025,2025-04-12,2,1,2,powerplay,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,18.666666666666668,0.1125316828627271,3,pressure_state,stable,0.11498118926902619,0.5326319319277361,47714,regime_cluster_features,holdout,0.06066292353662412,0,0.9393370764633758,False,0.9393370764633758,false_negative
1359489:2:2:4,1359489,2023,2023-04-10,2,2,4,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,17.333333333333332,0.1822721216940855,3,pressure_state,stable,0.12302073188461801,0.5326319319277361,47714,regime_cluster_features,holdout,0.06152273937376912,0,0.9384772606262308,False,0.9384772606262308,false_negative
1527675:2:1:3,1527675,2026,2026-03-29,2,1,3,powerplay,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,18.5,0.20540615919084723,3,pressure_state,stable,0.13099549698656604,0.5326319319277361,47714,regime_cluster_features,holdout,0.061646752946165805,0,0.9383532470538342,False,0.9383532470538342,false_negative
1359487:2:4:5,1359487,2023,2023-04-09,2,4,5,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,15.166666666666666,0.19135204779130593,0,pressure_state,stable,0.15192488040382124,0.12566037735849056,23850,regime_cluster_features,holdout,0.06254677681667901,0,0.937453223183321,False,0.937453223183321,false_negative
1359487:2:4:4,1359487,2023,2023-04-09,2,4,4,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,15.333333333333334,0.19862261500186953,0,pressure_state,stable,0.14955303939764117,0.12566037735849056,23850,regime_cluster_features,holdout,0.06294250878130264,0,0.9370574912186973,False,0.9370574912186973,false_negative
1473464:2:1:3,1473464,2025,2025-04-12,2,1,3,powerplay,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,18.5,0.11207287934933291,3,pressure_state,stable,0.11270474005325663,0.5326319319277361,47714,regime_cluster_features,holdout,0.06306133853396279,0,0.9369386614660372,False,0.9369386614660372,false_negative
1359497:2:2:5,1359497,2023,2023-04-16,2,2,5,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,17.166666666666668,0.20776817692185107,4,pressure_state,stable,0.11608502379957612,0.3551443585529653,49287,regime_cluster_features,holdout,0.0630829367144163,0,0.9369170632855837,False,0.9369170632855837,false_negative
1473468:2:2:1,1473468,2025,2025-04-15,2,2,1,powerplay,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,17.833333333333332,0.9321298598470449,3,pressure_state,stable,0.11715082547812213,0.5326319319277361,47714,regime_cluster_features,holdout,0.9360205074602188,1,0.9360205074602188,False,0.9360205074602188,false_positive
1359487:2:5:1,1359487,2023,2023-04-09,2,5,1,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,14.833333333333334,0.17716380795270567,0,pressure_state,stable,0.15701080835954884,0.12566037735849056,23850,regime_cluster_features,holdout,0.06408300325509464,0,0.9359169967449054,False,0.9359169967449054,false_negative
1426307:2:1:1,1426307,2024,2024-05-19,2,1,1,powerplay,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,18.833333333333332,0.2582997452383739,3,pressure_state,stable,0.14501154050489878,0.5326319319277361,47714,regime_cluster_features,holdout,0.06410981193558249,0,0.9358901880644175,False,0.9358901880644175,false_negative
1359497:2:3:5,1359497,2023,2023-04-16,2,3,5,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,16.166666666666668,0.19601522195954332,4,pressure_state,stable,0.14793218981012007,0.3551443585529653,49287,regime_cluster_features,holdout,0.06416391205466465,0,0.9358360879453353,False,0.9358360879453353,false_negative
1359497:2:4:4,1359497,2023,2023-04-16,2,4,4,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,15.333333333333334,0.173727394895536,0,pressure_state,stable,0.13848766775213192,0.12566037735849056,23850,regime_cluster_features,holdout,0.06421055121227451,0,0.9357894487877255,False,0.9357894487877255,false_negative
1359489:2:3:4,1359489,2023,2023-04-10,2,3,4,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,16.333333333333332,0.15586629766526228,3,pressure_state,stable,0.12160478726054069,0.5326319319277361,47714,regime_cluster_features,holdout,0.06458973123054168,0,0.9354102687694583,False,0.9354102687694583,false_negative
1527675:2:2:1,1527675,2026,2026-03-29,2,2,1,powerplay,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,17.833333333333332,0.1880047880263795,3,pressure_state,stable,0.1354214582914401,0.5326319319277361,47714,regime_cluster_features,holdout,0.06464949492817645,0,0.9353505050718236,False,0.9353505050718236,false_negative
1359520:2:1:5,1359520,2023,2023-05-03,2,1,5,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,18.166666666666668,0.21785310583929218,3,pressure_state,stable,0.14568939000567763,0.5326319319277361,47714,regime_cluster_features,holdout,0.06466473278556753,0,0.9353352672144325,False,0.9353352672144325,false_negative
1473468:2:1:2,1473468,2025,2025-04-15,2,1,2,powerplay,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,18.666666666666668,0.9087706974576192,3,pressure_state,stable,0.10875640471061952,0.5326319319277361,47714,regime_cluster_features,holdout,0.9352877125599639,1,0.9352877125599639,False,0.9352877125599639,false_positive
1359489:2:2:2,1359489,2023,2023-04-10,2,2,2,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,17.666666666666668,0.20240776241723987,3,pressure_state,stable,0.1251922466415868,0.5326319319277361,47714,regime_cluster_features,holdout,0.06512970879014429,0,0.9348702912098557,False,0.9348702912098557,false_negative
1359489:2:3:3,1359489,2023,2023-04-10,2,3,3,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,16.5,0.16148444819138263,3,pressure_state,stable,0.12159871975188402,0.5326319319277361,47714,regime_cluster_features,holdout,0.06521940381507686,0,0.9347805961849232,False,0.9347805961849232,false_negative
1359520:2:1:4,1359520,2023,2023-05-03,2,1,4,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,18.333333333333332,0.22456837856832246,3,pressure_state,stable,0.14583919540703072,0.5326319319277361,47714,regime_cluster_features,holdout,0.06533478057619946,0,0.9346652194238005,False,0.9346652194238005,false_negative
1359520:2:3:2,1359520,2023,2023-05-03,2,3,2,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,16.666666666666668,0.17011631985336195,3,pressure_state,stable,0.1384134727342561,0.5326319319277361,47714,regime_cluster_features,holdout,0.06576476452292768,0,0.9342352354770723,False,0.9342352354770723,false_negative
1473441:2:4:6,1473441,2025,2025-03-24,2,4,6,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,15.0,0.21836049414000097,0,pressure_state,stable,0.12489823510253878,0.12566037735849056,23850,regime_cluster_features,holdout,0.06577982997707442,0,0.9342201700229256,False,0.9342201700229256,false_negative
1359489:2:2:1,1359489,2023,2023-04-10,2,2,1,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,17.833333333333332,0.20848599424207423,3,pressure_state,stable,0.12536847195906575,0.5326319319277361,47714,regime_cluster_features,holdout,0.06588035301186945,0,0.9341196469881305,False,0.9341196469881305,false_negative
1426277:2:4:2,1426277,2024,2024-04-23,2,4,2,powerplay,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,1,15.666666666666666,0.18824226072730268,3,pressure_state,stable,0.1404237801983413,0.5326319319277361,47714,regime_cluster_features,holdout,0.06593975299917096,0,0.934060247000829,False,0.934060247000829,false_negative
1359520:2:3:3,1359520,2023,2023-05-03,2,3,3,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,16.5,0.16419309248858488,3,pressure_state,stable,0.1396288515116532,0.5326319319277361,47714,regime_cluster_features,holdout,0.06612972777599603,0,0.933870272224004,False,0.933870272224004,false_negative
1359497:2:4:3,1359497,2023,2023-04-16,2,4,3,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,15.5,0.18649146510865874,0,pressure_state,stable,0.13869004279351616,0.12566037735849056,23850,regime_cluster_features,holdout,0.06657443759687284,0,0.9334255624031271,False,0.9334255624031271,false_negative
1359520:2:1:3,1359520,2023,2023-05-03,2,1,3,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,18.5,0.23150921244011383,3,pressure_state,stable,0.145679150564876,0.5326319319277361,47714,regime_cluster_features,holdout,0.06659198365377733,0,0.9334080163462226,False,0.9334080163462226,false_negative
1359487:2:4:6,1359487,2023,2023-04-09,2,4,6,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,15.0,0.19396432586685539,0,pressure_state,stable,0.1586845371987358,0.12566037735849056,23850,regime_cluster_features,holdout,0.06674628605325841,0,0.9332537139467416,False,0.9332537139467416,false_negative
1473441:2:5:1,1473441,2025,2025-03-24,2,5,1,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,14.833333333333334,0.22014273531759043,0,pressure_state,stable,0.13200263197869927,0.12566037735849056,23850,regime_cluster_features,holdout,0.06691427509488415,0,0.9330857249051159,False,0.9330857249051159,false_negative
1359520:2:1:2,1359520,2023,2023-05-03,2,1,2,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,18.666666666666668,0.23875192537808296,3,pressure_state,stable,0.1473027520567114,0.5326319319277361,47714,regime_cluster_features,holdout,0.06759567579954631,0,0.9324043242004537,False,0.9324043242004537,false_negative
1359489:2:2:3,1359489,2023,2023-04-10,2,2,3,powerplay,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,1,17.5,0.1963920690198621,3,pressure_state,stable,0.1263653562934217,0.5326319319277361,47714,regime_cluster_features,holdout,0.06785701534297409,0,0.9321429846570259,False,0.9321429846570259,false_negative
1473441:2:4:5,1473441,2025,2025-03-24,2,4,5,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,15.166666666666666,0.23670843512072948,0,pressure_state,stable,0.11667485856430877,0.12566037735849056,23850,regime_cluster_features,holdout,0.06796864338486508,0,0.9320313566151349,False,0.9320313566151349,false_negative
1359533:2:5:3,1359533,2023,2023-05-13,2,5,3,powerplay,Delhi Capitals,Punjab Kings,Punjab Kings,0,14.5,0.87496527975613,1,pressure_state,stable,0.14747965751756995,0.7060060810529385,48018,regime_cluster_features,holdout,0.9319982744182231,1,0.9319982744182231,False,0.9319982744182231,false_positive
1426277:2:4:1,1426277,2024,2024-04-23,2,4,1,powerplay,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,1,15.833333333333334,0.20346009038278762,3,pressure_state,stable,0.1394014922384903,0.5326319319277361,47714,regime_cluster_features,holdout,0.07019186252466902,0,0.929808137475331,False,0.929808137475331,false_negative
1527675:2:1:6,1527675,2026,2026-03-29,2,1,6,powerplay,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,18.0,0.19997858142004477,3,pressure_state,stable,0.13126121124329218,0.5326319319277361,47714,regime_cluster_features,holdout,0.0708237081665804,0,0.9291762918334197,False,0.9291762918334197,false_negative
1473441:2:4:4,1473441,2025,2025-03-24,2,4,4,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,15.333333333333334,0.24521548425482564,3,pressure_state,stable,0.10792110446318451,0.5326319319277361,47714,regime_cluster_features,holdout,0.07086091802981417,0,0.9291390819701858,False,0.9291390819701858,false_negative
1359497:2:3:4,1359497,2023,2023-04-16,2,3,4,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,16.333333333333332,0.20888108351567636,4,pressure_state,stable,0.14634096322741677,0.3551443585529653,49287,regime_cluster_features,holdout,0.07103356921447473,0,0.9289664307855252,False,0.9289664307855252,false_negative
1359487:2:5:3,1359487,2023,2023-04-09,2,5,3,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,14.5,0.18154080055578056,0,pressure_state,stable,0.1555877463410547,0.12566037735849056,23850,regime_cluster_features,holdout,0.07148037321770213,0,0.9285196267822978,False,0.9285196267822978,false_negative
1359533:2:5:4,1359533,2023,2023-05-13,2,5,4,powerplay,Delhi Capitals,Punjab Kings,Punjab Kings,0,14.333333333333334,0.8673611161446337,3,pressure_state,stable,0.15786100427447697,0.5326319319277361,47714,regime_cluster_features,holdout,0.9277982853170146,1,0.9277982853170146,False,0.9277982853170146,false_positive
1426280:2:2:2,1426280,2024,2024-04-26,2,2,2,powerplay,Punjab Kings,Kolkata Knight Riders,Punjab Kings,1,17.666666666666668,0.06626859256155138,3,pressure_state,stable,0.10322854905907022,0.5326319319277361,47714,regime_cluster_features,holdout,0.07233337431632557,0,0.9276666256836744,False,0.9276666256836744,false_negative
1359504:2:4:2,1359504,2023,2023-04-22,2,4,2,powerplay,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,0,15.666666666666666,0.9457504463533748,3,pressure_state,stable,0.1507055054617267,0.5326319319277361,47714,regime_cluster_features,holdout,0.9272065240497824,1,0.9272065240497824,False,0.9272065240497824,false_positive
1359516:2:2:4,1359516,2023,2023-04-30,2,2,4,powerplay,Mumbai Indians,Rajasthan Royals,Mumbai Indians,1,17.333333333333332,0.264317410826278,3,pressure_state,stable,0.1403950061735255,0.5326319319277361,47714,regime_cluster_features,holdout,0.07314610331902031,0,0.9268538966809797,False,0.9268538966809797,false_negative
1359533:2:5:5,1359533,2023,2023-05-13,2,5,5,powerplay,Delhi Capitals,Punjab Kings,Punjab Kings,0,14.166666666666666,0.8670242314507127,3,pressure_state,stable,0.15765854692295295,0.5326319319277361,47714,regime_cluster_features,holdout,0.9264612704383355,1,0.9264612704383355,False,0.9264612704383355,false_positive
1426269:2:4:4,1426269,2024,2024-04-16,2,4,4,powerplay,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,1,15.333333333333334,0.17620050604485488,0,pressure_state,stable,0.1270283722468537,0.12566037735849056,23850,regime_cluster_features,holdout,0.0737618843126767,0,0.9262381156873233,False,0.9262381156873233,false_negative
1359520:2:3:1,1359520,2023,2023-05-03,2,3,1,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,16.833333333333332,0.18391153233720806,3,pressure_state,stable,0.13903527464777382,0.5326319319277361,47714,regime_cluster_features,holdout,0.07391480947486001,0,0.9260851905251399,False,0.9260851905251399,false_negative
1426269:2:4:5,1426269,2024,2024-04-16,2,4,5,powerplay,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,1,15.166666666666666,0.1689323465923353,0,pressure_state,stable,0.12831307381022544,0.12566037735849056,23850,regime_cluster_features,holdout,0.07395537486934495,0,0.9260446251306551,False,0.9260446251306551,false_negative
1359487:2:5:2,1359487,2023,2023-04-09,2,5,2,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,14.666666666666666,0.19893057836519626,0,pressure_state,stable,0.1542575224017534,0.12566037735849056,23850,regime_cluster_features,holdout,0.0742559380436271,0,0.9257440619563729,False,0.9257440619563729,false_negative
1359497:2:4:2,1359497,2023,2023-04-16,2,4,2,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,15.666666666666666,0.19983856734687677,4,pressure_state,stable,0.13970853188004878,0.3551443585529653,49287,regime_cluster_features,holdout,0.07554215167748463,0,0.9244578483225154,False,0.9244578483225154,false_negative
1473441:2:5:2,1473441,2025,2025-03-24,2,5,2,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,14.666666666666666,0.24267959611093817,0,pressure_state,stable,0.13807523257920593,0.12566037735849056,23850,regime_cluster_features,holdout,0.07570474413895918,0,0.9242952558610408,False,0.9242952558610408,false_negative
1473441:2:4:3,1473441,2025,2025-03-24,2,4,3,powerplay,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,1,15.5,0.26506788893784544,3,pressure_state,stable,0.10785241580265605,0.5326319319277361,47714,regime_cluster_features,holdout,0.07597762356824012,0,0.9240223764317599,False,0.9240223764317599,false_negative
1359520:2:3:5,1359520,2023,2023-05-03,2,3,5,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,16.166666666666668,0.16658868834365123,3,pressure_state,stable,0.14135159083446577,0.5326319319277361,47714,regime_cluster_features,holdout,0.0760691700200837,0,0.9239308299799163,False,0.9239308299799163,false_negative
1359520:2:1:6,1359520,2023,2023-05-03,2,1,6,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,18.0,0.24056874886504653,3,pressure_state,stable,0.14818063800457618,0.5326319319277361,47714,regime_cluster_features,holdout,0.07745761323580619,0,0.9225423867641938,False,0.9225423867641938,false_negative
1426307:2:1:4,1426307,2024,2024-05-19,2,1,4,powerplay,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,18.333333333333332,0.2806565109409228,3,pressure_state,stable,0.16292262440431268,0.5326319319277361,47714,regime_cluster_features,holdout,0.07753014282860388,0,0.9224698571713961,False,0.9224698571713961,false_negative
1426269:2:4:3,1426269,2024,2024-04-16,2,4,3,powerplay,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,1,15.5,0.19331492422758664,0,pressure_state,stable,0.12469995645082649,0.12566037735849056,23850,regime_cluster_features,holdout,0.07804114677547173,0,0.9219588532245283,False,0.9219588532245283,false_negative
1359504:2:4:4,1359504,2023,2023-04-22,2,4,4,powerplay,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,0,15.333333333333334,0.9442867330869344,3,pressure_state,stable,0.17296836719078534,0.5326319319277361,47714,regime_cluster_features,holdout,0.921197998632577,1,0.921197998632577,False,0.921197998632577,false_positive
1359487:2:5:4,1359487,2023,2023-04-09,2,5,4,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,14.333333333333334,0.17425828319562367,0,pressure_state,stable,0.1565571157928194,0.12566037735849056,23850,regime_cluster_features,holdout,0.07904091063286213,0,0.9209590893671379,False,0.9209590893671379,false_negative
1527675:2:1:5,1527675,2026,2026-03-29,2,1,5,powerplay,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,1,18.166666666666668,0.2122921163534148,3,pressure_state,stable,0.13122520313460712,0.5326319319277361,47714,regime_cluster_features,holdout,0.07908189126775615,0,0.9209181087322439,False,0.9209181087322439,false_negative
1359497:2:5:3,1359497,2023,2023-04-16,2,5,3,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,14.5,0.17302411587648392,0,pressure_state,stable,0.14939385520234036,0.12566037735849056,23850,regime_cluster_features,holdout,0.07928825298620078,0,0.9207117470137992,False,0.9207117470137992,false_negative
1359516:2:3:4,1359516,2023,2023-04-30,2,3,4,powerplay,Mumbai Indians,Rajasthan Royals,Mumbai Indians,1,16.333333333333332,0.2365168037605494,3,pressure_state,stable,0.1478597623992139,0.5326319319277361,47714,regime_cluster_features,holdout,0.07980991858020578,0,0.9201900814197942,False,0.9201900814197942,false_negative
1359520:2:2:6,1359520,2023,2023-05-03,2,2,6,powerplay,Mumbai Indians,Punjab Kings,Mumbai Indians,1,17.0,0.19861436261695947,3,pressure_state,stable,0.14548400389465455,0.5326319319277361,47714,regime_cluster_features,holdout,0.07998093068690944,0,0.9200190693130905,False,0.9200190693130905,false_negative
1359487:2:5:5,1359487,2023,2023-04-09,2,5,5,powerplay,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,14.166666666666666,0.16710093157764477,0,pressure_state,stable,0.15690874386296216,0.12566037735849056,23850,regime_cluster_features,holdout,0.08003407745175661,0,0.9199659225482434,False,0.9199659225482434,false_negative
1359516:2:3:5,1359516,2023,2023-04-30,2,3,5,powerplay,Mumbai Indians,Rajasthan Royals,Mumbai Indians,1,16.166666666666668,0.22893009381785961,3,pressure_state,stable,0.1421105830748063,0.5326319319277361,47714,regime_cluster_features,holdout,0.08071511523919128,0,0.9192848847608087,False,0.9192848847608087,false_negative
1359516:2:3:3,1359516,2023,2023-04-30,2,3,3,powerplay,Mumbai Indians,Rajasthan Royals,Mumbai Indians,1,16.5,0.24422901197464095,3,pressure_state,stable,0.1446249001859882,0.5326319319277361,47714,regime_cluster_features,holdout,0.08106402224116266,0,0.9189359777588373,False,0.9189359777588373,false_negative
1426280:2:2:1,1426280,2024,2024-04-26,2,2,1,powerplay,Punjab Kings,Kolkata Knight Riders,Punjab Kings,1,17.833333333333332,0.07319689743954116,3,pressure_state,stable,0.10025812924088597,0.5326319319277361,47714,regime_cluster_features,holdout,0.08121013234710678,0,0.9187898676528932,False,0.9187898676528932,false_negative
1359497:2:3:3,1359497,2023,2023-04-16,2,3,3,powerplay,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,1,16.5,0.22233070125058582,4,pressure_state,stable,0.14946235231051835,0.3551443585529653,49287,regime_cluster_features,holdout,0.08126444156763449,0,0.9187355584323655,False,0.9187355584323655,false_negative
