regime_id,rows,powerplay_share,regime_cluster_win_rate,regime_confidence,centroid_distance,pressure_index,wickets_lost,acceleration_potential,resource_win_prob,is_powerplay,is_middle_overs,is_death_overs,centroid_separation,stability_std,stability_flag,regime_label
0,2077,0.061308223625951945,0.05536831969186327,0.12958203202497634,6.851873894093518,15.962189024694238,2.4164660568127108,0.5988015567324667,0.15905054019088471,1.0,0.0,0.0,5.629820601633154,0.06404030482044128,stable,pressure_state
1,487,0.01437511069130409,0.9425051334702259,0.11766957183328235,7.72326621877691,6.33061197395157,0.6365503080082136,0.7005065023956194,0.8956636661068501,1.0,0.0,0.0,5.439698418477623,0.19375032902465858,borderline,pressure_state
3,28642,0.8454454218076628,0.5906012149989526,0.1602183199324644,5.4941677427559705,9.14670213596887,0.6052999092242162,0.7823944731513162,0.631318283668097,1.0,0.0,0.0,5.401171243785053,0.06694586492735789,stable,pressure_state
4,2672,0.07887124387508117,0.3375748502994012,0.13996045544024646,6.295632443402466,11.822765453892087,2.312125748502994,0.6217059630738523,0.457635406969508,1.0,0.0,0.0,5.401171243785053,0.13211603810976671,borderline,pressure_state
