season,regime_id,regime_label,stability_flag,rows,actual_win_rate,mean_regime_confidence,mean_cluster_win_rate,mean_resource_win_prob,season_share,cluster_win_rate_gap
2025,0,pressure_state,stable,236,0.11440677966101695,0.1274233281784588,0.12566037735849056,0.14835184774938617,0.11625615763546798,0.01125359769747361
2025,1,pressure_state,stable,38,0.9473684210526315,0.1077634283099044,0.7060060810529385,0.8304581254760272,0.0187192118226601,-0.24136233999969303
2025,3,pressure_state,stable,1685,0.5780415430267062,0.1494320987357736,0.5326319319277361,0.49881031870632614,0.8300492610837439,-0.045409611098970126
2025,4,pressure_state,stable,71,0.5070422535211268,0.14379834164664004,0.3551443585529653,0.40500862195944903,0.034975369458128076,-0.15189789496816147
2026,0,pressure_state,stable,74,0.0,0.12082177110162169,0.12566037735849056,0.19247316481941193,0.11094452773613193,0.12566037735849056
2026,1,pressure_state,stable,44,1.0,0.11336516714829736,0.7060060810529385,0.7399037590226339,0.06596701649175413,-0.2939939189470615
2026,3,pressure_state,stable,522,0.6609195402298851,0.141656567672405,0.5326319319277361,0.5071962809869276,0.782608695652174,-0.12828760830214903
2026,4,pressure_state,stable,27,0.6296296296296297,0.1290550005266411,0.3551443585529653,0.5679540494851257,0.04047976011994003,-0.27448527107666437
