segment,rows,matches,actual_rate,market_mean,market_brier,market_logloss
innings_2_powerplay,72,12,0.5,0.5575391429927709,0.11946513796185705,0.38002953823917585
innings_2_middle,104,12,0.4807692307692308,0.5499067392326729,0.07941122664747617,0.2864924774326767
innings_2_death,42,11,0.5476190476190477,0.5857018050433163,0.11536017563597449,0.400652504236748
innings_2_overs_4_12,107,12,0.4953271028037383,0.55631156116905,0.0831767769309138,0.2926895226179439
