version,segment,target_bucket,n,brier,logloss,mean_pred,actual_wr,gap_pp
delta_all,full_mid_7_15,below_par_easy,1010,0.140308533483961,0.4500645659458675,0.7947237073333921,0.9504950495049505,-15.57713421715583
delta_all,full_mid_7_15,par,1951,0.11678532010489431,0.36617651988739464,0.5912127400672937,0.6125064069707842,-2.129366690349044
delta_all,death_16_20,all,1516,0.0634003209992762,0.20601686981840603,0.4303216353190876,0.40369393139841686,2.6627703920670767
delta_all,death_16_20,above_par_hard,775,0.03361646901374978,0.12229835983847986,0.28295100952916724,0.20516129032258065,7.778971920658659
delta_all,death_16_20,below_par_easy,163,0.09169259395286929,0.27693302788897,0.834631504273666,1.0,-16.536849572633404
delta_all,death_16_20,par,578,0.0953567998874203,0.2982703498684767,0.5139024767509076,0.5017301038062284,1.217237294467921
delta_mid_only,overall,all,10047,0.11200328937210469,0.3752484581096693,0.489326127610391,0.5205533990245844,-3.1227271414193405
delta_mid_only,overall,above_par_hard,4258,0.08538234356377326,0.28000509983307736,0.29869993213245216,0.2576326914044152,4.106724072803697
delta_mid_only,overall,below_par_easy,1953,0.1416501879181041,0.5443642558630271,0.788270439737719,0.9559651817716334,-16.769474203391432
delta_mid_only,overall,par,3836,0.12645886663788636,0.3948686527210928,0.5487234421986058,0.5907194994786236,-4.199605728001776
delta_mid_only,pp_0_6,all,3481,0.14382286331547456,0.49928495134254086,0.4717248773090524,0.5466819879345016,-7.495711062544924
delta_mid_only,pp_0_6,above_par_hard,1394,0.12873237748619296,0.3942073686406479,0.27659225813489446,0.27116212338593976,0.5430134748954707
delta_mid_only,pp_0_6,below_par_easy,780,0.15399893978323126,0.7224869788020897,0.770038677253844,0.9538461538461539,-18.38074765923099
delta_mid_only,pp_0_6,par,1307,0.15384489667520548,0.47815302239685675,0.5018167726203291,0.5975516449885233,-9.573487236819423
delta_mid_only,early_mid_7_12,all,3418,0.1167985264923894,0.3765321333277188,0.5142643271838766,0.5430076067875951,-2.8743279603718475
delta_mid_only,early_mid_7_12,above_par_hard,1388,0.08484136865676013,0.28907053631993823,0.31207130541908973,0.2665706051873199,4.550070023176983
delta_mid_only,early_mid_7_12,below_par_easy,726,0.1519666493818454,0.48913370666812295,0.7824957201175474,0.9490358126721763,-16.65400925546289
delta_mid_only,early_mid_7_12,par,1304,0.1312344757700799,0.40693700633513163,0.5801446361866979,0.6111963190184049,-3.1051682831707006
delta_mid_only,late_mid_13_15,all,1632,0.0778142621420027,0.261326346872079,0.5292018992731524,0.5263480392156863,0.2853860057466129
delta_mid_only,late_mid_13_15,above_par_hard,701,0.055478803605852875,0.2043736426414674,0.33114265011207134,0.2710413694721826,6.010128063988873
delta_mid_only,late_mid_13_15,below_par_easy,284,0.1105064484773975,0.3501906357896796,0.825982576061221,0.954225352112676,-12.824277605145495
delta_mid_only,late_mid_13_15,par,647,0.08766368333920342,0.28402555492935916,0.6135200158946461,0.615146831530139,-0.16268156354929397
delta_mid_only,full_mid_7_15,all,5050,0.10420004739935353,0.3393012732295794,0.5190916772135198,0.5376237623762377,-1.853208516271787
delta_mid_only,full_mid_7_15,above_par_hard,2089,0.07498825324235803,0.26064903202668394,0.31847102424617446,0.26807084729535663,5.040017695081783
delta_mid_only,full_mid_7_15,below_par_easy,1010,0.140308533483961,0.4500645659458675,0.7947237073333921,0.9504950495049505,-15.57713421715583
delta_mid_only,full_mid_7_15,par,1951,0.11678532010489431,0.36617651988739464,0.5912127400672937,0.6125064069707842,-2.129366690349044
delta_mid_only,death_16_20,all,1516,0.06493365551031245,0.2101839796801359,0.4305886123090453,0.40369393139841686,2.689468091062847
delta_mid_only,death_16_20,above_par_hard,775,0.03542532084581636,0.1267623423231447,0.28517255939313557,0.20516129032258065,8.001126907055491
delta_mid_only,death_16_20,below_par_easy,163,0.09087131996525329,0.27630881367813254,0.8355279517977966,1.0,-16.44720482022034
delta_mid_only,death_16_20,par,578,0.0971847282764528,0.3033905904240714,0.5113711878681519,0.5017301038062284,0.9641084061923544
delta_pp_only,overall,all,10047,0.11203422567487935,0.379607107967168,0.48890134161878,0.5205533990245844,-3.16520574058044
delta_pp_only,overall,above_par_hard,4258,0.08526157079565612,0.27989915799967663,0.29748500322446636,0.2576326914044152,3.9852311820051165
delta_pp_only,overall,below_par_easy,1953,0.14250852178263393,0.5684068739941769,0.7865719993579495,0.9559651817716334,-16.939318241368383
delta_pp_only,overall,par,3836,0.12623695356259776,0.39416146352265047,0.5498241712116866,0.5907194994786236,-4.0895328266936986
delta_pp_only,pp_0_6,all,3481,0.14464276063026846,0.5145704988612283,0.4686606284285608,0.5466819879345016,-7.80213595059408
delta_pp_only,pp_0_6,above_par_hard,1394,0.12836488842519594,0.39304625319589226,0.27289025506858755,0.27116212338593976,0.17281316826477933
delta_pp_only,pp_0_6,below_par_easy,780,0.15653405817226995,0.7890167725666652,0.7677102311764329,0.9538461538461539,-18.613592266972102
delta_pp_only,pp_0_6,par,1307,0.15490759748651167,0.4803981231666893,0.49899361260642044,0.5975516449885233,-9.855803238210287
delta_pp_only,early_mid_7_12,all,3418,0.11612495682962978,0.3741350538450953,0.5161828651839352,0.5430076067875951,-2.6824741603659885
delta_pp_only,early_mid_7_12,above_par_hard,1388,0.08503953067340937,0.290246248945025,0.3132433301426581,0.2665706051873199,4.66727249553382
delta_pp_only,early_mid_7_12,below_par_easy,726,0.1510655890478071,0.48181849417420136,0.7810600695129621,0.9490358126721763,-16.797574315921416
delta_pp_only,early_mid_7_12,par,1304,0.1297596750155479,0.40347514857083655,0.584725215102968,0.6111963190184049,-2.6471103915436833
delta_pp_only,late_mid_13_15,all,1632,0.07766660012514709,0.2605760906694732,0.5291046337162129,0.5263480392156863,0.2756594500526566
delta_pp_only,late_mid_13_15,above_par_hard,701,0.05508362589583551,0.2037111682901818,0.32880406903919696,0.2710413694721826,5.7762699567014355
delta_pp_only,late_mid_13_15,below_par_easy,284,0.11174977064813112,0.3515034468613472,0.8243678444331212,0.954225352112676,-12.985750767955484
delta_pp_only,late_mid_13_15,par,647,0.08717362409148394,0.2822746091074808,0.616517221034584,0.615146831530139,0.13703895044449022
