chase_category,n_rows,v15_brier_raw,v15_brier_cal,v15_logloss_raw,v15_logloss_cal,v16_brier_raw,v16_brier_cal,v16_logloss_raw,v16_logloss_cal
-1,10418,0.12806730674564692,0.12538156888745697,0.41476345953997545,0.3999210759090177,0.12806730674564692,0.10903825362887402,0.41476345953997545,0.35513611340590917
0,20002,0.21813264879467822,0.21380207672936544,0.6252119956893678,0.6144618049260318,0.21813264879467822,0.1990452284206675,0.6252119956893678,0.5760931876848383
1,13316,0.16579817569547073,0.161934294639897,0.502587803101077,0.48722074128181997,0.16579817569547073,0.1445127392098266,0.502587803101077,0.44336797608309364
