name,brier_raw,brier_cal,logloss_raw,logloss_cal,n_features
baseline_v15,0.18074499154994036,0.17694831239334102,0.5377481993177278,0.5246175732087834,70
group_c_partnership,0.18077787155509695,0.17709425118492553,0.5381489101400595,0.5253307570932715,75
group_b_inn1_interactions,0.18056320659259112,0.17713983319579057,0.5369482558944599,0.524898679386567,74
group_a_temporal,0.18103052778000786,0.17726793952469194,0.5384611774826747,0.525594344737565,76
group_d_chase_specific,0.18090945121156454,0.1773164073149188,0.5379665155212331,0.5253990327258099,72
group_e_raw_signal,0.18161776536688234,0.17792149430410653,0.5397409817083173,0.5268378489582198,76
