name,brier_raw,brier_cal,logloss_raw,logloss_cal
baseline_over_only,0.18074499154994036,0.17694831239334102,0.5377481993177278,0.5246175732087834
context_hierarchical_blend,0.18074499154994036,0.16100225947717786,0.5377481993177278,0.48305084916447255
