method,split,segment,n,brier,ece,log_loss,baseline_brier_delta,baseline_ece_delta,baseline_log_loss_delta
ml_add_mc_gap_features,oof_overall,innings_1_powerplay,320,0.27048450695357984,0.16560268183291155,0.7635970530054316,0.003423,-0.002039,0.009765
ml_add_mc_gap_features,oof_overall,innings_1_middle,576,0.26141469980742243,0.18450910688664987,0.734484481226047,-0.002701,0.019491,-0.006789
ml_add_mc_gap_features,oof_overall,innings_1_death,312,0.25974510231786574,0.17287694500932352,0.7356216446083377,-0.006341,-0.007429,-0.014264
ml_add_mc_gap_features,oof_overall,innings_2,1108,0.19333805533836257,0.07613436067167333,0.57970467965124,-0.003409,-0.016131,-0.007527
ml_add_mc_gap_features,oof_overall,innings_2_powerplay,320,0.23563651301692454,0.1653024282600938,0.6942796899016079,-0.005555,-0.006016,-0.013521
ml_add_mc_gap_features,oof_overall,innings_2_middle,542,0.18528599162730738,0.07360670336543777,0.5555742081135127,-0.001695,-0.012587,-0.003992
ml_add_mc_gap_features,oof_overall,innings_2_death,246,0.1560563971036149,0.0690992112924954,0.48382952637209525,-0.004392,-0.038468,-0.007521
ml_replace_resource_with_mc,oof_overall,overall,2316,0.22819892050858062,0.10595390289093866,0.6588069999317568,-0.004359,-0.02179,-0.011667
ml_replace_resource_with_mc,oof_overall,innings_1,1208,0.26804394856080654,0.1660769273735317,0.7554457088976265,0.002639,-0.003451,0.008621
ml_replace_resource_with_mc,oof_overall,innings_1_powerplay,320,0.27966496671372304,0.1890545659724752,0.7843183138664618,0.012603,0.021413,0.030487
ml_replace_resource_with_mc,oof_overall,innings_1_middle,576,0.26484850990577935,0.16679240258028888,0.7450079950379711,0.000733,0.001775,0.003735
ml_replace_resource_with_mc,oof_overall,innings_1_death,312,0.26202422694658356,0.16830362165537183,0.7451024063115185,-0.004062,-0.012002,-0.004783
ml_replace_resource_with_mc,oof_overall,innings_2,1108,0.1847577707909913,0.07544497587003404,0.5534463858245634,-0.011989,-0.01682,-0.033786
ml_replace_resource_with_mc,oof_overall,innings_2_powerplay,320,0.22541545304984972,0.1223655243970944,0.6629297011968749,-0.015776,-0.048953,-0.044871
ml_replace_resource_with_mc,oof_overall,innings_2_middle,542,0.17740263810514323,0.06542901365537135,0.5318054671587598,-0.009578,-0.020765,-0.027761
ml_replace_resource_with_mc,oof_overall,innings_2_death,246,0.14807493986780002,0.06262986779235305,0.4587094630510913,-0.012374,-0.044937,-0.032641
ml_clean_swap_resource,oof_overall,overall,2316,0.22928255552053783,0.12587830379408982,0.6619137768733646,-0.003276,-0.001865,-0.00856
ml_clean_swap_resource,oof_overall,innings_1,1208,0.2630828502839372,0.1793833102125036,0.7416241065940692,-0.002322,0.009856,-0.0052
ml_clean_swap_resource,oof_overall,innings_1_powerplay,320,0.266629379621095,0.16419907558521327,0.7541271166977318,-0.000432,-0.003443,0.000295
ml_clean_swap_resource,oof_overall,innings_1_middle,576,0.26199451980959754,0.1941790749333329,0.7362412160813656,-0.002121,0.029161,-0.005032
ml_clean_swap_resource,oof_overall,innings_1_death,312,0.2614546097881973,0.1739506164733165,0.7387381505112016,-0.004632,-0.006355,-0.011147
ml_clean_swap_resource,oof_overall,innings_2,1108,0.1924316926376981,0.08335599785283675,0.5750093740731737,-0.004315,-0.008909,-0.012223
ml_clean_swap_resource,oof_overall,innings_2_powerplay,320,0.2322027387832805,0.1600130153497096,0.684140359468725,-0.008989,-0.011305,-0.02366
ml_clean_swap_resource,oof_overall,innings_2_middle,542,0.18522401882190498,0.08189800675852109,0.5536081739509624,-0.001757,-0.004296,-0.005958
ml_clean_swap_resource,oof_overall,innings_2_death,246,0.15657732044897263,0.08645610619357695,0.4802026063482232,-0.003871,-0.021111,-0.011148
