version,oos_brier,oos_brier_delta_pct,oos_logloss,oos_logloss_delta_pct,overall_50_60_80_guardrails_ok,bucket_70_80_improved,pp_ece,pp_ece_delta,pp_ece_guardrail_ok,promote
v14_original,0.11175015455386834,0.0,0.37431110011282837,0.0,True,False,0.13332019770239367,0.0,True,False
v16_C_both_plus_regimes,0.11308286957209449,1.1925844966806873,0.3769055187413359,0.6931182718667646,False,True,0.11830690176935924,-0.015013295933034437,True,False
v16_A_add_interaction_prob,0.11353474334608399,1.5969452564429303,0.37985411903346716,1.48085881475809,False,True,0.12350127668199162,-0.00981892102040205,True,False
v16_B_replace_resource,0.11247572803646601,0.6492818604988202,0.38170698303320527,1.9758652410114392,False,True,0.12643786315126657,-0.006882334551127106,True,False
